Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-06-01T08:00:00+02:00,5150,99
Altötting,Oberbayern,2021-06-01T08:00:00+02:00,6017,208
Amberg Stadt,Oberpfalz,2021-06-01T08:00:00+02:00,1723,23
Amberg-Sulzbach,Oberpfalz,2021-06-01T08:00:00+02:00,4802,157
Ansbach,Mittelfranken,2021-06-01T08:00:00+02:00,8248,179
Ansbach Stadt,Mittelfranken,2021-06-01T08:00:00+02:00,1809,44
Aschaffenburg,Unterfranken,2021-06-01T08:00:00+02:00,7938,209
Aschaffenburg Stadt,Unterfranken,2021-06-01T08:00:00+02:00,3416,113
Augsburg,Schwaben,2021-06-01T08:00:00+02:00,11308,223
Augsburg Stadt,Schwaben,2021-06-01T08:00:00+02:00,17693,399
Bad Kissingen,Unterfranken,2021-06-01T08:00:00+02:00,3611,102
Bad Tölz-Wolfratshausen,Oberbayern,2021-06-01T08:00:00+02:00,5010,78
Bamberg,Oberfranken,2021-06-01T08:00:00+02:00,5510,140
Bamberg Stadt,Oberfranken,2021-06-01T08:00:00+02:00,3038,106
Bayreuth,Oberfranken,2021-06-01T08:00:00+02:00,4918,161
Bayreuth Stadt,Oberfranken,2021-06-01T08:00:00+02:00,3462,109
Berchtesgadener Land,Oberbayern,2021-06-01T08:00:00+02:00,5916,100
Cham,Oberpfalz,2021-06-01T08:00:00+02:00,7104,182
Coburg,Oberfranken,2021-06-01T08:00:00+02:00,4820,160
Coburg Stadt,Oberfranken,2021-06-01T08:00:00+02:00,2373,92
Dachau,Oberbayern,2021-06-01T08:00:00+02:00,8186,141
Deggendorf,Niederbayern,2021-06-01T08:00:00+02:00,6936,155
Dillingen an der Donau,Schwaben,2021-06-01T08:00:00+02:00,3710,111
Dingolfing-Landau,Niederbayern,2021-06-01T08:00:00+02:00,5731,93
Donau-Ries,Schwaben,2021-06-01T08:00:00+02:00,5846,161
Ebersberg,Oberbayern,2021-06-01T08:00:00+02:00,6292,176
Eichstätt,Oberbayern,2021-06-01T08:00:00+02:00,5008,82
Erding,Oberbayern,2021-06-01T08:00:00+02:00,6887,116
Erlangen Stadt,Mittelfranken,2021-06-01T08:00:00+02:00,3932,93
Erlangen-Höchstadt,Mittelfranken,2021-06-01T08:00:00+02:00,5342,129
