Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-08-29T08:00:00+02:00,236860,4470
Niederbayern,2021-08-29T08:00:00+02:00,75100,1852
Oberpfalz,2021-08-29T08:00:00+02:00,59181,1520
Oberfranken,2021-08-29T08:00:00+02:00,57771,1665
Mittelfranken,2021-08-29T08:00:00+02:00,93930,2566
Unterfranken,2021-08-29T08:00:00+02:00,56384,1474
Schwaben,2021-08-29T08:00:00+02:00,95056,1854
