Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-03-23T08:00:00+01:00,3717,88
Altötting,Oberbayern,2021-03-23T08:00:00+01:00,4343,188
Amberg Stadt,Oberpfalz,2021-03-23T08:00:00+01:00,1224,18
Amberg-Sulzbach,Oberpfalz,2021-03-23T08:00:00+01:00,3669,132
Ansbach,Mittelfranken,2021-03-23T08:00:00+01:00,5554,153
Ansbach Stadt,Mittelfranken,2021-03-23T08:00:00+01:00,1364,41
Aschaffenburg,Unterfranken,2021-03-23T08:00:00+01:00,6178,188
Aschaffenburg Stadt,Unterfranken,2021-03-23T08:00:00+01:00,2460,97
Augsburg,Schwaben,2021-03-23T08:00:00+01:00,8221,178
Augsburg Stadt,Schwaben,2021-03-23T08:00:00+01:00,12909,348
Bad Kissingen,Unterfranken,2021-03-23T08:00:00+01:00,2551,84
Bad Tölz-Wolfratshausen,Oberbayern,2021-03-23T08:00:00+01:00,3731,61
Bamberg,Oberfranken,2021-03-23T08:00:00+01:00,3993,125
Bamberg Stadt,Oberfranken,2021-03-23T08:00:00+01:00,2298,97
Bayreuth,Oberfranken,2021-03-23T08:00:00+01:00,3802,139
Bayreuth Stadt,Oberfranken,2021-03-23T08:00:00+01:00,2550,98
Berchtesgadener Land,Oberbayern,2021-03-23T08:00:00+01:00,4753,98
Cham,Oberpfalz,2021-03-23T08:00:00+01:00,4763,129
Coburg,Oberfranken,2021-03-23T08:00:00+01:00,3449,142
Coburg Stadt,Oberfranken,2021-03-23T08:00:00+01:00,1692,86
Dachau,Oberbayern,2021-03-23T08:00:00+01:00,6218,128
Deggendorf,Niederbayern,2021-03-23T08:00:00+01:00,4774,127
Dillingen an der Donau,Schwaben,2021-03-23T08:00:00+01:00,2653,101
Dingolfing-Landau,Niederbayern,2021-03-23T08:00:00+01:00,3662,77
Donau-Ries,Schwaben,2021-03-23T08:00:00+01:00,3874,142
Ebersberg,Oberbayern,2021-03-23T08:00:00+01:00,5035,170
Eichstätt,Oberbayern,2021-03-23T08:00:00+01:00,3560,70
Erding,Oberbayern,2021-03-23T08:00:00+01:00,5413,103
Erlangen Stadt,Mittelfranken,2021-03-23T08:00:00+01:00,3034,89
Erlangen-Höchstadt,Mittelfranken,2021-03-23T08:00:00+01:00,4011,113
Forchheim,Oberfranken,2021-03-23T08:00:00+01:00,3721,100
Freising,Oberbayern,2021-03-23T08:00:00+01:00,6164,114
Freyung-Grafenau,Niederbayern,2021-03-23T08:00:00+01:00,3863,108
Fürstenfeldbruck,Oberbayern,2021-03-23T08:00:00+01:00,7518,120
Fürth,Mittelfranken,2021-03-23T08:00:00+01:00,4117,182
Fürth Stadt,Mittelfranken,2021-03-23T08:00:00+01:00,5385,181
Garmisch-Partenkirchen,Oberbayern,2021-03-23T08:00:00+01:00,2733,80
Günzburg,Schwaben,2021-03-23T08:00:00+01:00,4601,95
Haßberge,Unterfranken,2021-03-23T08:00:00+01:00,2629,70
Hof,Oberfranken,2021-03-23T08:00:00+01:00,4433,117
Hof Stadt,Oberfranken,2021-03-23T08:00:00+01:00,2744,83
Ingolstadt Stadt,Oberbayern,2021-03-23T08:00:00+01:00,4336,92
Kaufbeuren Stadt,Schwaben,2021-03-23T08:00:00+01:00,1592,48
Kelheim,Niederbayern,2021-03-23T08:00:00+01:00,3642,83
Kempten Stadt,Schwaben,2021-03-23T08:00:00+01:00,1715,34
Kitzingen,Unterfranken,2021-03-23T08:00:00+01:00,2301,81
Kronach,Oberfranken,2021-03-23T08:00:00+01:00,2658,78
Kulmbach,Oberfranken,2021-03-23T08:00:00+01:00,2967,97
Landsberg am Lech,Oberbayern,2021-03-23T08:00:00+01:00,3147,58
Landshut,Niederbayern,2021-03-23T08:00:00+01:00,5570,154
Landshut Stadt,Niederbayern,2021-03-23T08:00:00+01:00,2967,96
Lichtenfels,Oberfranken,2021-03-23T08:00:00+01:00,2436,65
Lindau (Bodensee),Schwaben,2021-03-23T08:00:00+01:00,2566,57
Main-Spessart,Unterfranken,2021-03-23T08:00:00+01:00,3611,187
Memmingen Stadt,Schwaben,2021-03-23T08:00:00+01:00,1310,21
Miesbach,Oberbayern,2021-03-23T08:00:00+01:00,3368,60
Miltenberg,Unterfranken,2021-03-23T08:00:00+01:00,4524,114
Mühldorf am Inn,Oberbayern,2021-03-23T08:00:00+01:00,4996,129
München,Oberbayern,2021-03-23T08:00:00+01:00,12024,273
München Stadt,Oberbayern,2021-03-23T08:00:00+01:00,57114,1104
Neu-Ulm,Schwaben,2021-03-23T08:00:00+01:00,5105,105
Neuburg-Schrobenhausen,Oberbayern,2021-03-23T08:00:00+01:00,2943,64
Neumarkt in der Oberpfalz,Oberpfalz,2021-03-23T08:00:00+01:00,4482,111
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2021-03-23T08:00:00+01:00,3006,84
Neustadt an der Waldnaab,Oberpfalz,2021-03-23T08:00:00+01:00,4460,152
Nürnberg Stadt,Mittelfranken,2021-03-23T08:00:00+01:00,25689,823
Nürnberger Land,Mittelfranken,2021-03-23T08:00:00+01:00,5342,159
Oberallgäu,Schwaben,2021-03-23T08:00:00+01:00,4126,58
Ostallgäu,Schwaben,2021-03-23T08:00:00+01:00,4443,108
Passau,Niederbayern,2021-03-23T08:00:00+01:00,10736,338
Passau Stadt,Niederbayern,2021-03-23T08:00:00+01:00,2943,108
Pfaffenhofen an der Ilm,Oberbayern,2021-03-23T08:00:00+01:00,4131,148
Regen,Niederbayern,2021-03-23T08:00:00+01:00,4524,153
Regensburg,Oberpfalz,2021-03-23T08:00:00+01:00,5488,162
Regensburg Stadt,Oberpfalz,2021-03-23T08:00:00+01:00,4945,66
Rhön-Grabfeld,Unterfranken,2021-03-23T08:00:00+01:00,2335,69
Rosenheim,Oberbayern,2021-03-23T08:00:00+01:00,11419,425
Rosenheim Stadt,Oberbayern,2021-03-23T08:00:00+01:00,3173,53
Roth,Mittelfranken,2021-03-23T08:00:00+01:00,4325,161
Rottal-Inn,Niederbayern,2021-03-23T08:00:00+01:00,5519,158
Schwabach Stadt,Mittelfranken,2021-03-23T08:00:00+01:00,1682,100
Schwandorf,Oberpfalz,2021-03-23T08:00:00+01:00,6136,122
Schweinfurt,Unterfranken,2021-03-23T08:00:00+01:00,3540,114
Schweinfurt Stadt,Unterfranken,2021-03-23T08:00:00+01:00,1706,61
Starnberg,Oberbayern,2021-03-23T08:00:00+01:00,3977,103
Straubing Stadt,Niederbayern,2021-03-23T08:00:00+01:00,1680,77
Straubing-Bogen,Niederbayern,2021-03-23T08:00:00+01:00,3868,124
Tirschenreuth,Oberpfalz,2021-03-23T08:00:00+01:00,4801,244
Traunstein,Oberbayern,2021-03-23T08:00:00+01:00,8106,194
Unterallgäu,Schwaben,2021-03-23T08:00:00+01:00,4588,117
