Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-11-29T08:00:00+01:00,1885,34
Altötting,Oberbayern,2020-11-29T08:00:00+01:00,2033,64
Amberg Stadt,Oberpfalz,2020-11-29T08:00:00+01:00,472,5
Amberg-Sulzbach,Oberpfalz,2020-11-29T08:00:00+01:00,1399,64
Ansbach,Mittelfranken,2020-11-29T08:00:00+01:00,2207,51
Ansbach Stadt,Mittelfranken,2020-11-29T08:00:00+01:00,510,11
Aschaffenburg,Unterfranken,2020-11-29T08:00:00+01:00,2370,47
Aschaffenburg Stadt,Unterfranken,2020-11-29T08:00:00+01:00,757,5
Augsburg,Schwaben,2020-11-29T08:00:00+01:00,3854,28
Augsburg Stadt,Schwaben,2020-11-29T08:00:00+01:00,6595,69
Bad Kissingen,Unterfranken,2020-11-29T08:00:00+01:00,788,19
Bad Tölz-Wolfratshausen,Oberbayern,2020-11-29T08:00:00+01:00,1792,14
Bamberg,Oberfranken,2020-11-29T08:00:00+01:00,1568,49
Bamberg Stadt,Oberfranken,2020-11-29T08:00:00+01:00,828,29
Bayreuth,Oberfranken,2020-11-29T08:00:00+01:00,981,30
Bayreuth Stadt,Oberfranken,2020-11-29T08:00:00+01:00,705,14
Berchtesgadener Land,Oberbayern,2020-11-29T08:00:00+01:00,1970,35
Cham,Oberpfalz,2020-11-29T08:00:00+01:00,1731,29
Coburg,Oberfranken,2020-11-29T08:00:00+01:00,1183,37
Coburg Stadt,Oberfranken,2020-11-29T08:00:00+01:00,415,6
Dachau,Oberbayern,2020-11-29T08:00:00+01:00,3185,65
Deggendorf,Niederbayern,2020-11-29T08:00:00+01:00,1467,26
Dillingen an der Donau,Schwaben,2020-11-29T08:00:00+01:00,1295,42
Dingolfing-Landau,Niederbayern,2020-11-29T08:00:00+01:00,1762,21
Donau-Ries,Schwaben,2020-11-29T08:00:00+01:00,1844,36
Ebersberg,Oberbayern,2020-11-29T08:00:00+01:00,2279,19
Eichstätt,Oberbayern,2020-11-29T08:00:00+01:00,1591,30
