Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-04-13T08:00:00+02:00,189154,4024
Niederbayern,2021-04-13T08:00:00+02:00,60127,1651
Oberpfalz,2021-04-13T08:00:00+02:00,48585,1295
Oberfranken,2021-04-13T08:00:00+02:00,46929,1478
Mittelfranken,2021-04-13T08:00:00+02:00,74470,2275
Unterfranken,2021-04-13T08:00:00+02:00,43101,1282
Schwaben,2021-04-13T08:00:00+02:00,70478,1556
