Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2022-01-30T08:00:00+01:00,15943,130
Altötting,Oberbayern,2022-01-30T08:00:00+01:00,16981,284
Amberg Stadt,Oberpfalz,2022-01-30T08:00:00+01:00,4913,45
Amberg-Sulzbach,Oberpfalz,2022-01-30T08:00:00+01:00,11639,192
Ansbach,Mittelfranken,2022-01-30T08:00:00+01:00,21485,240
Ansbach Stadt,Mittelfranken,2022-01-30T08:00:00+01:00,4929,56
Aschaffenburg,Unterfranken,2022-01-30T08:00:00+01:00,18359,243
Aschaffenburg Stadt,Unterfranken,2022-01-30T08:00:00+01:00,8309,138
Augsburg,Schwaben,2022-01-30T08:00:00+01:00,32363,351
Augsburg Stadt,Schwaben,2022-01-30T08:00:00+01:00,41826,560
Bad Kissingen,Unterfranken,2022-01-30T08:00:00+01:00,10953,153
Bad Tölz-Wolfratshausen,Oberbayern,2022-01-30T08:00:00+01:00,19757,159
Bamberg,Oberfranken,2022-01-30T08:00:00+01:00,17903,193
Bamberg Stadt,Oberfranken,2022-01-30T08:00:00+01:00,7986,129
Bayreuth,Oberfranken,2022-01-30T08:00:00+01:00,10905,191
Bayreuth Stadt,Oberfranken,2022-01-30T08:00:00+01:00,8122,137
Berchtesgadener Land,Oberbayern,2022-01-30T08:00:00+01:00,19149,159
Cham,Oberpfalz,2022-01-30T08:00:00+01:00,17295,245
Coburg,Oberfranken,2022-01-30T08:00:00+01:00,10337,193
Coburg Stadt,Oberfranken,2022-01-30T08:00:00+01:00,4854,109
Dachau,Oberbayern,2022-01-30T08:00:00+01:00,23841,185
Deggendorf,Niederbayern,2022-01-30T08:00:00+01:00,18359,238
Dillingen an der Donau,Schwaben,2022-01-30T08:00:00+01:00,12160,179
Dingolfing-Landau,Niederbayern,2022-01-30T08:00:00+01:00,15833,182
Donau-Ries,Schwaben,2022-01-30T08:00:00+01:00,17701,224
Ebersberg,Oberbayern,2022-01-30T08:00:00+01:00,20557,234
Eichstätt,Oberbayern,2022-01-30T08:00:00+01:00,14733,134
Erding,Oberbayern,2022-01-30T08:00:00+01:00,20824,157
Erlangen Stadt,Mittelfranken,2022-01-30T08:00:00+01:00,10067,118
Erlangen-Höchstadt,Mittelfranken,2022-01-30T08:00:00+01:00,13273,166
Forchheim,Oberfranken,2022-01-30T08:00:00+01:00,12213,147
Freising,Oberbayern,2022-01-30T08:00:00+01:00,23832,180
Freyung-Grafenau,Niederbayern,2022-01-30T08:00:00+01:00,13107,186
Fürstenfeldbruck,Oberbayern,2022-01-30T08:00:00+01:00,24569,197
Fürth,Mittelfranken,2022-01-30T08:00:00+01:00,14421,250
Fürth Stadt,Mittelfranken,2022-01-30T08:00:00+01:00,18601,284
Garmisch-Partenkirchen,Oberbayern,2022-01-30T08:00:00+01:00,11037,121
Günzburg,Schwaben,2022-01-30T08:00:00+01:00,18874,170
Haßberge,Unterfranken,2022-01-30T08:00:00+01:00,10933,121
Hof,Oberfranken,2022-01-30T08:00:00+01:00,11488,208
Hof Stadt,Oberfranken,2022-01-30T08:00:00+01:00,6532,143
Ingolstadt Stadt,Oberbayern,2022-01-30T08:00:00+01:00,20065,206
Kaufbeuren Stadt,Schwaben,2022-01-30T08:00:00+01:00,6247,86
Kelheim,Niederbayern,2022-01-30T08:00:00+01:00,15769,146
Kempten Stadt,Schwaben,2022-01-30T08:00:00+01:00,9673,69
Kitzingen,Unterfranken,2022-01-30T08:00:00+01:00,9327,107
Kronach,Oberfranken,2022-01-30T08:00:00+01:00,9138,151
Kulmbach,Oberfranken,2022-01-30T08:00:00+01:00,7842,131
Landsberg am Lech,Oberbayern,2022-01-30T08:00:00+01:00,14093,118
Landshut,Niederbayern,2022-01-30T08:00:00+01:00,22483,242
Landshut Stadt,Niederbayern,2022-01-30T08:00:00+01:00,10067,144
Lichtenfels,Oberfranken,2022-01-30T08:00:00+01:00,8275,121
Lindau (Bodensee),Schwaben,2022-01-30T08:00:00+01:00,10398,74
Main-Spessart,Unterfranken,2022-01-30T08:00:00+01:00,10991,232
Memmingen Stadt,Schwaben,2022-01-30T08:00:00+01:00,6169,30
Miesbach,Oberbayern,2022-01-30T08:00:00+01:00,15056,144
Miltenberg,Unterfranken,2022-01-30T08:00:00+01:00,14542,179
Mühldorf am Inn,Oberbayern,2022-01-30T08:00:00+01:00,21561,262
München,Oberbayern,2022-01-30T08:00:00+01:00,44133,333
München Stadt,Oberbayern,2022-01-30T08:00:00+01:00,213147,1689
Neu-Ulm,Schwaben,2022-01-30T08:00:00+01:00,22136,194
Neuburg-Schrobenhausen,Oberbayern,2022-01-30T08:00:00+01:00,13147,108
Neumarkt in der Oberpfalz,Oberpfalz,2022-01-30T08:00:00+01:00,19178,214
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2022-01-30T08:00:00+01:00,10304,127
Neustadt an der Waldnaab,Oberpfalz,2022-01-30T08:00:00+01:00,11859,211
Nürnberg Stadt,Mittelfranken,2022-01-30T08:00:00+01:00,80983,1135
Nürnberger Land,Mittelfranken,2022-01-30T08:00:00+01:00,18263,232
Oberallgäu,Schwaben,2022-01-30T08:00:00+01:00,19977,146
Ostallgäu,Schwaben,2022-01-30T08:00:00+01:00,21826,213
Passau,Niederbayern,2022-01-30T08:00:00+01:00,31356,512
Passau Stadt,Niederbayern,2022-01-30T08:00:00+01:00,7174,134
Pfaffenhofen an der Ilm,Oberbayern,2022-01-30T08:00:00+01:00,16286,206
Regen,Niederbayern,2022-01-30T08:00:00+01:00,13096,227
Regensburg,Oberpfalz,2022-01-30T08:00:00+01:00,22362,219
Regensburg Stadt,Oberpfalz,2022-01-30T08:00:00+01:00,19717,128
Rhön-Grabfeld,Unterfranken,2022-01-30T08:00:00+01:00,10329,124
Rosenheim,Oberbayern,2022-01-30T08:00:00+01:00,45402,664
Rosenheim Stadt,Oberbayern,2022-01-30T08:00:00+01:00,11319,103
Roth,Mittelfranken,2022-01-30T08:00:00+01:00,15065,207
Rottal-Inn,Niederbayern,2022-01-30T08:00:00+01:00,21213,305
Schwabach Stadt,Mittelfranken,2022-01-30T08:00:00+01:00,5429,123
Schwandorf,Oberpfalz,2022-01-30T08:00:00+01:00,18981,239
Schweinfurt,Unterfranken,2022-01-30T08:00:00+01:00,14080,185
