Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-03-22T08:00:00+01:00,1312817,6853
Niederbayern,2022-03-22T08:00:00+01:00,382240,2796
Oberpfalz,2022-03-22T08:00:00+01:00,305977,2020
Oberfranken,2022-03-22T08:00:00+01:00,274061,2240
Mittelfranken,2022-03-22T08:00:00+01:00,453787,3273
Unterfranken,2022-03-22T08:00:00+01:00,330686,2023
Schwaben,2022-03-22T08:00:00+01:00,534331,2938
