Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-04-07T08:00:00+02:00,1520420,7040
Niederbayern,2022-04-07T08:00:00+02:00,444140,2893
Oberpfalz,2022-04-07T08:00:00+02:00,360122,2069
Oberfranken,2022-04-07T08:00:00+02:00,333348,2348
Mittelfranken,2022-04-07T08:00:00+02:00,541785,3330
Unterfranken,2022-04-07T08:00:00+02:00,403894,2119
Schwaben,2022-04-07T08:00:00+02:00,619956,3015
