Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-03-18T08:00:00+01:00,3631,87
Altötting,Oberbayern,2021-03-18T08:00:00+01:00,4256,186
Amberg Stadt,Oberpfalz,2021-03-18T08:00:00+01:00,1163,17
Amberg-Sulzbach,Oberpfalz,2021-03-18T08:00:00+01:00,3539,127
Ansbach,Mittelfranken,2021-03-18T08:00:00+01:00,5439,150
Ansbach Stadt,Mittelfranken,2021-03-18T08:00:00+01:00,1349,41
Aschaffenburg,Unterfranken,2021-03-18T08:00:00+01:00,6068,188
Aschaffenburg Stadt,Unterfranken,2021-03-18T08:00:00+01:00,2418,94
Augsburg,Schwaben,2021-03-18T08:00:00+01:00,8083,178
Augsburg Stadt,Schwaben,2021-03-18T08:00:00+01:00,12659,346
Bad Kissingen,Unterfranken,2021-03-18T08:00:00+01:00,2487,82
Bad Tölz-Wolfratshausen,Oberbayern,2021-03-18T08:00:00+01:00,3683,59
Bamberg,Oberfranken,2021-03-18T08:00:00+01:00,3944,123
Bamberg Stadt,Oberfranken,2021-03-18T08:00:00+01:00,2267,97
Bayreuth,Oberfranken,2021-03-18T08:00:00+01:00,3719,132
Bayreuth Stadt,Oberfranken,2021-03-18T08:00:00+01:00,2475,97
Berchtesgadener Land,Oberbayern,2021-03-18T08:00:00+01:00,4664,96
Cham,Oberpfalz,2021-03-18T08:00:00+01:00,4547,125
Coburg,Oberfranken,2021-03-18T08:00:00+01:00,3423,142
Coburg Stadt,Oberfranken,2021-03-18T08:00:00+01:00,1677,86
Dachau,Oberbayern,2021-03-18T08:00:00+01:00,6039,127
Deggendorf,Niederbayern,2021-03-18T08:00:00+01:00,4687,125
Dillingen an der Donau,Schwaben,2021-03-18T08:00:00+01:00,2630,100
Dingolfing-Landau,Niederbayern,2021-03-18T08:00:00+01:00,3583,76
Donau-Ries,Schwaben,2021-03-18T08:00:00+01:00,3803,142
Ebersberg,Oberbayern,2021-03-18T08:00:00+01:00,4984,170
Eichstätt,Oberbayern,2021-03-18T08:00:00+01:00,3478,70
Erding,Oberbayern,2021-03-18T08:00:00+01:00,5355,103
Erlangen Stadt,Mittelfranken,2021-03-18T08:00:00+01:00,2984,88
Erlangen-Höchstadt,Mittelfranken,2021-03-18T08:00:00+01:00,3903,113
Forchheim,Oberfranken,2021-03-18T08:00:00+01:00,3655,98
Freising,Oberbayern,2021-03-18T08:00:00+01:00,6034,111
Freyung-Grafenau,Niederbayern,2021-03-18T08:00:00+01:00,3791,108
Fürstenfeldbruck,Oberbayern,2021-03-18T08:00:00+01:00,7408,120
Fürth,Mittelfranken,2021-03-18T08:00:00+01:00,4049,182
Fürth Stadt,Mittelfranken,2021-03-18T08:00:00+01:00,5275,181
Garmisch-Partenkirchen,Oberbayern,2021-03-18T08:00:00+01:00,2666,80
Günzburg,Schwaben,2021-03-18T08:00:00+01:00,4528,95
Haßberge,Unterfranken,2021-03-18T08:00:00+01:00,2562,70
Hof,Oberfranken,2021-03-18T08:00:00+01:00,4280,116
Hof Stadt,Oberfranken,2021-03-18T08:00:00+01:00,2623,80
Ingolstadt Stadt,Oberbayern,2021-03-18T08:00:00+01:00,4251,92
Kaufbeuren Stadt,Schwaben,2021-03-18T08:00:00+01:00,1549,48
Kelheim,Niederbayern,2021-03-18T08:00:00+01:00,3475,83
Kempten Stadt,Schwaben,2021-03-18T08:00:00+01:00,1658,34
Kitzingen,Unterfranken,2021-03-18T08:00:00+01:00,2280,81
Kronach,Oberfranken,2021-03-18T08:00:00+01:00,2555,76
Kulmbach,Oberfranken,2021-03-18T08:00:00+01:00,2864,96
