Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-09-10T08:00:00+02:00,461,20
Altötting,Oberbayern,2020-09-10T08:00:00+02:00,736,55
Amberg Stadt,Oberpfalz,2020-09-10T08:00:00+02:00,107,4
Amberg-Sulzbach,Oberpfalz,2020-09-10T08:00:00+02:00,520,54
Ansbach,Mittelfranken,2020-09-10T08:00:00+02:00,655,28
Ansbach Stadt,Mittelfranken,2020-09-10T08:00:00+02:00,177,8
Aschaffenburg,Unterfranken,2020-09-10T08:00:00+02:00,649,42
Aschaffenburg Stadt,Unterfranken,2020-09-10T08:00:00+02:00,157,1
Augsburg,Schwaben,2020-09-10T08:00:00+02:00,622,11
Augsburg Stadt,Schwaben,2020-09-10T08:00:00+02:00,867,16
Bad Kissingen,Unterfranken,2020-09-10T08:00:00+02:00,283,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-09-10T08:00:00+02:00,615,10
Bamberg,Oberfranken,2020-09-10T08:00:00+02:00,463,36
Bamberg Stadt,Oberfranken,2020-09-10T08:00:00+02:00,234,22
Bayreuth,Oberfranken,2020-09-10T08:00:00+02:00,444,28
Bayreuth Stadt,Oberfranken,2020-09-10T08:00:00+02:00,234,11
Berchtesgadener Land,Oberbayern,2020-09-10T08:00:00+02:00,405,25
Cham,Oberpfalz,2020-09-10T08:00:00+02:00,477,21
Coburg,Oberfranken,2020-09-10T08:00:00+02:00,432,30
Coburg Stadt,Oberfranken,2020-09-10T08:00:00+02:00,136,4
Dachau,Oberbayern,2020-09-10T08:00:00+02:00,1163,34
Deggendorf,Niederbayern,2020-09-10T08:00:00+02:00,418,15
Dillingen an der Donau,Schwaben,2020-09-10T08:00:00+02:00,359,29
Dingolfing-Landau,Niederbayern,2020-09-10T08:00:00+02:00,869,10
Donau-Ries,Schwaben,2020-09-10T08:00:00+02:00,441,23
Ebersberg,Oberbayern,2020-09-10T08:00:00+02:00,678,5
Eichstätt,Oberbayern,2020-09-10T08:00:00+02:00,397,20
Erding,Oberbayern,2020-09-10T08:00:00+02:00,807,11
Erlangen Stadt,Mittelfranken,2020-09-10T08:00:00+02:00,342,11
Erlangen-Höchstadt,Mittelfranken,2020-09-10T08:00:00+02:00,346,11
Forchheim,Oberfranken,2020-09-10T08:00:00+02:00,274,4
Freising,Oberbayern,2020-09-10T08:00:00+02:00,1205,46
Freyung-Grafenau,Niederbayern,2020-09-10T08:00:00+02:00,211,12
Fürstenfeldbruck,Oberbayern,2020-09-10T08:00:00+02:00,1143,36
Fürth,Mittelfranken,2020-09-10T08:00:00+02:00,553,58
Fürth Stadt,Mittelfranken,2020-09-10T08:00:00+02:00,519,38
Garmisch-Partenkirchen,Oberbayern,2020-09-10T08:00:00+02:00,352,18
Günzburg,Schwaben,2020-09-10T08:00:00+02:00,355,4
Haßberge,Unterfranken,2020-09-10T08:00:00+02:00,193,6
Hof,Oberfranken,2020-09-10T08:00:00+02:00,512,32
Hof Stadt,Oberfranken,2020-09-10T08:00:00+02:00,166,4
Ingolstadt Stadt,Oberbayern,2020-09-10T08:00:00+02:00,731,38
Kaufbeuren Stadt,Schwaben,2020-09-10T08:00:00+02:00,152,5
Kelheim,Niederbayern,2020-09-10T08:00:00+02:00,630,35
Kempten Stadt,Schwaben,2020-09-10T08:00:00+02:00,157,10
Kitzingen,Unterfranken,2020-09-10T08:00:00+02:00,240,4
Kronach,Oberfranken,2020-09-10T08:00:00+02:00,181,3
Kulmbach,Oberfranken,2020-09-10T08:00:00+02:00,259,11
Landsberg am Lech,Oberbayern,2020-09-10T08:00:00+02:00,452,10
Landshut,Niederbayern,2020-09-10T08:00:00+02:00,824,31
Landshut Stadt,Niederbayern,2020-09-10T08:00:00+02:00,393,9
Lichtenfels,Oberfranken,2020-09-10T08:00:00+02:00,343,17
Lindau (Bodensee),Schwaben,2020-09-10T08:00:00+02:00,283,8
Main-Spessart,Unterfranken,2020-09-10T08:00:00+02:00,197,6
Memmingen Stadt,Schwaben,2020-09-10T08:00:00+02:00,121,0
Miesbach,Oberbayern,2020-09-10T08:00:00+02:00,689,11
Miltenberg,Unterfranken,2020-09-10T08:00:00+02:00,381,5
Mühldorf am Inn,Oberbayern,2020-09-10T08:00:00+02:00,618,27
München,Oberbayern,2020-09-10T08:00:00+02:00,1826,96
München Stadt,Oberbayern,2020-09-10T08:00:00+02:00,9619,223
Neu-Ulm,Schwaben,2020-09-10T08:00:00+02:00,647,26
Neuburg-Schrobenhausen,Oberbayern,2020-09-10T08:00:00+02:00,402,18
Neumarkt in der Oberpfalz,Oberpfalz,2020-09-10T08:00:00+02:00,504,17
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-09-10T08:00:00+02:00,277,6
Neustadt an der Waldnaab,Oberpfalz,2020-09-10T08:00:00+02:00,863,73
Nürnberg Stadt,Mittelfranken,2020-09-10T08:00:00+02:00,1729,53
Nürnberger Land,Mittelfranken,2020-09-10T08:00:00+02:00,739,44
Oberallgäu,Schwaben,2020-09-10T08:00:00+02:00,240,7
Ostallgäu,Schwaben,2020-09-10T08:00:00+02:00,625,39
Passau,Niederbayern,2020-09-10T08:00:00+02:00,709,31
Passau Stadt,Niederbayern,2020-09-10T08:00:00+02:00,193,18
Pfaffenhofen an der Ilm,Oberbayern,2020-09-10T08:00:00+02:00,461,21
Regen,Niederbayern,2020-09-10T08:00:00+02:00,225,12
Regensburg,Oberpfalz,2020-09-10T08:00:00+02:00,640,16
Regensburg Stadt,Oberpfalz,2020-09-10T08:00:00+02:00,808,10
Rhön-Grabfeld,Unterfranken,2020-09-10T08:00:00+02:00,219,8
Rosenheim,Oberbayern,2020-09-10T08:00:00+02:00,2487,199
Rosenheim Stadt,Oberbayern,2020-09-10T08:00:00+02:00,673,23
Roth,Mittelfranken,2020-09-10T08:00:00+02:00,341,7
Rottal-Inn,Niederbayern,2020-09-10T08:00:00+02:00,816,50
Schwabach Stadt,Mittelfranken,2020-09-10T08:00:00+02:00,111,2
Schwandorf,Oberpfalz,2020-09-10T08:00:00+02:00,573,20
Schweinfurt,Unterfranken,2020-09-10T08:00:00+02:00,598,25
