Landkreis,Regierungsbezirk,Timestamp,Confirmed
Amberg-Sulzbach,Oberpfalz,2020-03-14T13:00:00+01:00,7
Amberg Stadt,Oberpfalz,2020-03-14T13:00:00+01:00,1
Aschaffenburg,Unterfranken,2020-03-14T13:00:00+01:00,3
Aschaffenburg Stadt,Unterfranken,2020-03-14T13:00:00+01:00,6
Augsburg,Schwaben,2020-03-14T13:00:00+01:00,25
Augsburg Stadt,Schwaben,2020-03-14T13:00:00+01:00,6
Bad Kissingen,Unterfranken,2020-03-14T13:00:00+01:00,3
Bad Tölz-Wolfratshausen,Oberbayern,2020-03-14T13:00:00+01:00,6
Bamberg,Oberfranken,2020-03-14T13:00:00+01:00,4
Bayreuth,Oberfranken,2020-03-14T13:00:00+01:00,5
Cham,Oberpfalz,2020-03-14T13:00:00+01:00,20
Coburg,Oberfranken,2020-03-14T13:00:00+01:00,3
Deggendorf,Niederbayern,2020-03-14T13:00:00+01:00,1
Dingolfing-Landau,Niederbayern,2020-03-14T13:00:00+01:00,8
Donau-Ries,Schwaben,2020-03-14T13:00:00+01:00,3
Ebersberg,Oberbayern,2020-03-14T13:00:00+01:00,21
Eichstätt,Oberbayern,2020-03-14T13:00:00+01:00,2
Erding,Oberbayern,2020-03-14T13:00:00+01:00,11
Erlangen Stadt,Mittelfranken,2020-03-14T13:00:00+01:00,5
Erlangen-Höchstadt,Mittelfranken,2020-03-14T13:00:00+01:00,9
Forchheim,Oberfranken,2020-03-14T13:00:00+01:00,4
Freising,Oberbayern,2020-03-14T13:00:00+01:00,51
Fürstenfeldbruck,Oberbayern,2020-03-14T13:00:00+01:00,15
Fürth,Mittelfranken,2020-03-14T13:00:00+01:00,3
Fürth Stadt,Mittelfranken,2020-03-14T13:00:00+01:00,7
Haßberge,Unterfranken,2020-03-14T13:00:00+01:00,5
Hof,Oberfranken,2020-03-14T13:00:00+01:00,1
Hof Stadt,Oberfranken,2020-03-14T13:00:00+01:00,1
Ingolstadt Stadt,Oberbayern,2020-03-14T13:00:00+01:00,1
Kaufbeuren Stadt,Schwaben,2020-03-14T13:00:00+01:00,1
Kelheim,Niederbayern,2020-03-14T13:00:00+01:00,1
Kitzingen,Unterfranken,2020-03-14T13:00:00+01:00,3
Kronach,Oberfranken,2020-03-14T13:00:00+01:00,1
Landsberg am Lech,Oberbayern,2020-03-14T13:00:00+01:00,3
Landshut,Niederbayern,2020-03-14T13:00:00+01:00,2
Landshut Stadt,Niederbayern,2020-03-14T13:00:00+01:00,1
Lindau (Bodensee),Schwaben,2020-03-14T13:00:00+01:00,12
Main-Spessart,Unterfranken,2020-03-14T13:00:00+01:00,5
Memmingen Stadt,Schwaben,2020-03-14T13:00:00+01:00,1
Miesbach,Oberbayern,2020-03-14T13:00:00+01:00,1
Miltenberg,Unterfranken,2020-03-14T13:00:00+01:00,2
München,Oberbayern,2020-03-14T13:00:00+01:00,32
München Stadt,Oberbayern,2020-03-14T13:00:00+01:00,146
Neu-Ulm,Schwaben,2020-03-14T13:00:00+01:00,8
Neumarkt in der Oberpfalz,Oberpfalz,2020-03-14T13:00:00+01:00,5
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-03-14T13:00:00+01:00,4
Neustadt an der Waldnaab,Oberpfalz,2020-03-14T13:00:00+01:00,1
Nürnberg Stadt,Mittelfranken,2020-03-14T13:00:00+01:00,21
Nürnberger Land,Mittelfranken,2020-03-14T13:00:00+01:00,2
Oberallgäu,Schwaben,2020-03-14T13:00:00+01:00,8
Ostallgäu,Schwaben,2020-03-14T13:00:00+01:00,10
Passau,Niederbayern,2020-03-14T13:00:00+01:00,5
Passau Stadt,Niederbayern,2020-03-14T13:00:00+01:00,1
Pfaffenhofen an der Ilm,Oberbayern,2020-03-14T13:00:00+01:00,7
Regen,Niederbayern,2020-03-14T13:00:00+01:00,6
Regensburg,Oberpfalz,2020-03-14T13:00:00+01:00,7
Regensburg Stadt,Oberpfalz,2020-03-14T13:00:00+01:00,3
Rosenheim,Oberbayern,2020-03-14T13:00:00+01:00,17
Rosenheim Stadt,Oberbayern,2020-03-14T13:00:00+01:00,1
Roth,Mittelfranken,2020-03-14T13:00:00+01:00,3
Rottal-Inn,Niederbayern,2020-03-14T13:00:00+01:00,10
Schwabach Stadt,Mittelfranken,2020-03-14T13:00:00+01:00,1
Schwandorf,Oberpfalz,2020-03-14T13:00:00+01:00,7
Schweinfurt,Unterfranken,2020-03-14T13:00:00+01:00,4
Starnberg,Oberbayern,2020-03-14T13:00:00+01:00,34
Straubing Stadt,Niederbayern,2020-03-14T13:00:00+01:00,3
Straubing-Bogen,Niederbayern,2020-03-14T13:00:00+01:00,2
Tirschenreuth,Oberpfalz,2020-03-14T13:00:00+01:00,9
Traunstein,Oberbayern,2020-03-14T13:00:00+01:00,8
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-03-14T13:00:00+01:00,4
Weilheim-Schongau,Oberbayern,2020-03-14T13:00:00+01:00,8
Weißenburg-Gunzenhausen,Mittelfranken,2020-03-14T13:00:00+01:00,2
Würzburg,Unterfranken,2020-03-14T13:00:00+01:00,16
Würzburg Stadt,Unterfranken,2020-03-14T13:00:00+01:00,16
