Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-11-17T08:00:00+01:00,352449,5005
Niederbayern,2021-11-17T08:00:00+01:00,112970,2013
Oberpfalz,2021-11-17T08:00:00+01:00,82352,1642
Oberfranken,2021-11-17T08:00:00+01:00,73100,1747
Mittelfranken,2021-11-17T08:00:00+01:00,126911,2695
Unterfranken,2021-11-17T08:00:00+01:00,75340,1575
Schwaben,2021-11-17T08:00:00+01:00,141432,2048
