Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-11-14T08:00:00+01:00,7808,111
Altötting,Oberbayern,2021-11-14T08:00:00+01:00,9323,217
Amberg Stadt,Oberpfalz,2021-11-14T08:00:00+01:00,2571,33
Amberg-Sulzbach,Oberpfalz,2021-11-14T08:00:00+01:00,6253,169
Ansbach,Mittelfranken,2021-11-14T08:00:00+01:00,11674,206
Ansbach Stadt,Mittelfranken,2021-11-14T08:00:00+01:00,2541,46
Aschaffenburg,Unterfranken,2021-11-14T08:00:00+01:00,10219,217
Aschaffenburg Stadt,Unterfranken,2021-11-14T08:00:00+01:00,4709,119
Augsburg,Schwaben,2021-11-14T08:00:00+01:00,16803,262
Augsburg Stadt,Schwaben,2021-11-14T08:00:00+01:00,25264,446
Bad Kissingen,Unterfranken,2021-11-14T08:00:00+01:00,5228,113
Bad Tölz-Wolfratshausen,Oberbayern,2021-11-14T08:00:00+01:00,9985,102
Bamberg,Oberfranken,2021-11-14T08:00:00+01:00,7893,158
Bamberg Stadt,Oberfranken,2021-11-14T08:00:00+01:00,4330,107
Bayreuth,Oberfranken,2021-11-14T08:00:00+01:00,6079,167
Bayreuth Stadt,Oberfranken,2021-11-14T08:00:00+01:00,4265,116
Berchtesgadener Land,Oberbayern,2021-11-14T08:00:00+01:00,10887,110
Cham,Oberpfalz,2021-11-14T08:00:00+01:00,10145,196
Coburg,Oberfranken,2021-11-14T08:00:00+01:00,6012,166
Coburg Stadt,Oberfranken,2021-11-14T08:00:00+01:00,2938,93
Dachau,Oberbayern,2021-11-14T08:00:00+01:00,11704,155
Deggendorf,Niederbayern,2021-11-14T08:00:00+01:00,10405,167
Dillingen an der Donau,Schwaben,2021-11-14T08:00:00+01:00,6314,142
Dingolfing-Landau,Niederbayern,2021-11-14T08:00:00+01:00,9477,118
Donau-Ries,Schwaben,2021-11-14T08:00:00+01:00,8851,178
Ebersberg,Oberbayern,2021-11-14T08:00:00+01:00,10089,190
Eichstätt,Oberbayern,2021-11-14T08:00:00+01:00,7754,107
Erding,Oberbayern,2021-11-14T08:00:00+01:00,10843,128
Erlangen Stadt,Mittelfranken,2021-11-14T08:00:00+01:00,5363,101
Erlangen-Höchstadt,Mittelfranken,2021-11-14T08:00:00+01:00,7398,140
Forchheim,Oberfranken,2021-11-14T08:00:00+01:00,6541,122
Freising,Oberbayern,2021-11-14T08:00:00+01:00,11897,148
Freyung-Grafenau,Niederbayern,2021-11-14T08:00:00+01:00,7147,136
Fürstenfeldbruck,Oberbayern,2021-11-14T08:00:00+01:00,13050,155
Fürth,Mittelfranken,2021-11-14T08:00:00+01:00,7311,220
Fürth Stadt,Mittelfranken,2021-11-14T08:00:00+01:00,10457,232
Garmisch-Partenkirchen,Oberbayern,2021-11-14T08:00:00+01:00,5467,92
Günzburg,Schwaben,2021-11-14T08:00:00+01:00,10173,119
Haßberge,Unterfranken,2021-11-14T08:00:00+01:00,5525,92
Hof,Oberfranken,2021-11-14T08:00:00+01:00,7727,163
Hof Stadt,Oberfranken,2021-11-14T08:00:00+01:00,4547,121
Ingolstadt Stadt,Oberbayern,2021-11-14T08:00:00+01:00,9576,153
Kaufbeuren Stadt,Schwaben,2021-11-14T08:00:00+01:00,3310,67
Kelheim,Niederbayern,2021-11-14T08:00:00+01:00,8668,116
Kempten Stadt,Schwaben,2021-11-14T08:00:00+01:00,5155,47
