Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-06-19T08:00:00+02:00,224524,4410
Niederbayern,2021-06-19T08:00:00+02:00,72934,1825
Oberpfalz,2021-06-19T08:00:00+02:00,57146,1502
Oberfranken,2021-06-19T08:00:00+02:00,56353,1648
Mittelfranken,2021-06-19T08:00:00+02:00,90795,2528
Unterfranken,2021-06-19T08:00:00+02:00,53904,1462
Schwaben,2021-06-19T08:00:00+02:00,90603,1810
