Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-04-30T08:00:00+02:00,208383,4162
Niederbayern,2021-04-30T08:00:00+02:00,67211,1721
Oberpfalz,2021-04-30T08:00:00+02:00,53332,1348
Oberfranken,2021-04-30T08:00:00+02:00,52020,1556
Mittelfranken,2021-04-30T08:00:00+02:00,82835,2379
Unterfranken,2021-04-30T08:00:00+02:00,48711,1341
Schwaben,2021-04-30T08:00:00+02:00,80576,1638
