Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-03-01T08:00:00+01:00,160948,3739
Niederbayern,2021-03-01T08:00:00+01:00,49475,1549
Oberpfalz,2021-03-01T08:00:00+01:00,36990,1093
Oberfranken,2021-03-01T08:00:00+01:00,36790,1298
Mittelfranken,2021-03-01T08:00:00+01:00,60994,2072
Unterfranken,2021-03-01T08:00:00+01:00,35385,1190
Schwaben,2021-03-01T08:00:00+01:00,57011,1444
