Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-09-27T08:00:00+02:00,258834,4586
Niederbayern,2021-09-27T08:00:00+02:00,79236,1867
Oberpfalz,2021-09-27T08:00:00+02:00,62052,1533
Oberfranken,2021-09-27T08:00:00+02:00,59864,1669
Mittelfranken,2021-09-27T08:00:00+02:00,99801,2586
Unterfranken,2021-09-27T08:00:00+02:00,60090,1493
Schwaben,2021-09-27T08:00:00+02:00,102867,1868
