Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-04-13T10:00:00+02:00,15123,263
Niederbayern,2020-04-13T10:00:00+02:00,3318,120
Oberpfalz,2020-04-13T10:00:00+02:00,3681,123
Oberfranken,2020-04-13T10:00:00+02:00,2473,75
Mittelfranken,2020-04-13T10:00:00+02:00,3202,84
Unterfranken,2020-04-13T10:00:00+02:00,2518,90
Schwaben,2020-04-13T10:00:00+02:00,3014,79
