Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-08-03T08:00:00+02:00,228230,4453
Niederbayern,2021-08-03T08:00:00+02:00,73324,1841
Oberpfalz,2021-08-03T08:00:00+02:00,57707,1515
Oberfranken,2021-08-03T08:00:00+02:00,56859,1661
Mittelfranken,2021-08-03T08:00:00+02:00,91683,2563
Unterfranken,2021-08-03T08:00:00+02:00,54653,1467
Schwaben,2021-08-03T08:00:00+02:00,91632,1840
