Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2022-03-03T08:00:00+01:00,29300,154
Altötting,Oberbayern,2022-03-03T08:00:00+01:00,26429,304
Amberg Stadt,Oberpfalz,2022-03-03T08:00:00+01:00,8373,51
Amberg-Sulzbach,Oberpfalz,2022-03-03T08:00:00+01:00,19220,205
Ansbach,Mittelfranken,2022-03-03T08:00:00+01:00,38139,245
Ansbach Stadt,Mittelfranken,2022-03-03T08:00:00+01:00,8681,60
Aschaffenburg,Unterfranken,2022-03-03T08:00:00+01:00,30934,254
Aschaffenburg Stadt,Unterfranken,2022-03-03T08:00:00+01:00,13962,145
Augsburg,Schwaben,2022-03-03T08:00:00+01:00,55177,372
Augsburg Stadt,Schwaben,2022-03-03T08:00:00+01:00,70272,592
Bad Kissingen,Unterfranken,2022-03-03T08:00:00+01:00,19829,165
Bad Tölz-Wolfratshausen,Oberbayern,2022-03-03T08:00:00+01:00,31604,167
Bamberg,Oberfranken,2022-03-03T08:00:00+01:00,29845,209
Bamberg Stadt,Oberfranken,2022-03-03T08:00:00+01:00,12880,135
Bayreuth,Oberfranken,2022-03-03T08:00:00+01:00,18509,198
Bayreuth Stadt,Oberfranken,2022-03-03T08:00:00+01:00,13798,146
Berchtesgadener Land,Oberbayern,2022-03-03T08:00:00+01:00,29171,172
Cham,Oberpfalz,2022-03-03T08:00:00+01:00,28850,254
Coburg,Oberfranken,2022-03-03T08:00:00+01:00,16076,194
Coburg Stadt,Oberfranken,2022-03-03T08:00:00+01:00,7681,109
Dachau,Oberbayern,2022-03-03T08:00:00+01:00,37721,204
Deggendorf,Niederbayern,2022-03-03T08:00:00+01:00,29499,249
Dillingen an der Donau,Schwaben,2022-03-03T08:00:00+01:00,21405,184
Dingolfing-Landau,Niederbayern,2022-03-03T08:00:00+01:00,24263,188
Donau-Ries,Schwaben,2022-03-03T08:00:00+01:00,30662,232
Ebersberg,Oberbayern,2022-03-03T08:00:00+01:00,31266,245
Eichstätt,Oberbayern,2022-03-03T08:00:00+01:00,29107,134
Erding,Oberbayern,2022-03-03T08:00:00+01:00,34498,160
Erlangen Stadt,Mittelfranken,2022-03-03T08:00:00+01:00,17140,120
Erlangen-Höchstadt,Mittelfranken,2022-03-03T08:00:00+01:00,23841,169
Forchheim,Oberfranken,2022-03-03T08:00:00+01:00,21479,157
Freising,Oberbayern,2022-03-03T08:00:00+01:00,39126,200
Freyung-Grafenau,Niederbayern,2022-03-03T08:00:00+01:00,21063,197
Fürstenfeldbruck,Oberbayern,2022-03-03T08:00:00+01:00,44963,211
Fürth,Mittelfranken,2022-03-03T08:00:00+01:00,22878,262
Fürth Stadt,Mittelfranken,2022-03-03T08:00:00+01:00,28757,295
Garmisch-Partenkirchen,Oberbayern,2022-03-03T08:00:00+01:00,18180,127
Günzburg,Schwaben,2022-03-03T08:00:00+01:00,31805,177
Haßberge,Unterfranken,2022-03-03T08:00:00+01:00,18147,127
Hof,Oberfranken,2022-03-03T08:00:00+01:00,17451,217
Hof Stadt,Oberfranken,2022-03-03T08:00:00+01:00,9700,148
Ingolstadt Stadt,Oberbayern,2022-03-03T08:00:00+01:00,33625,219
Kaufbeuren Stadt,Schwaben,2022-03-03T08:00:00+01:00,9914,96
Kelheim,Niederbayern,2022-03-03T08:00:00+01:00,27670,148
Kempten Stadt,Schwaben,2022-03-03T08:00:00+01:00,15366,78
Kitzingen,Unterfranken,2022-03-03T08:00:00+01:00,16947,115
Kronach,Oberfranken,2022-03-03T08:00:00+01:00,14311,154
Kulmbach,Oberfranken,2022-03-03T08:00:00+01:00,12672,136
Landsberg am Lech,Oberbayern,2022-03-03T08:00:00+01:00,24468,122
Landshut,Niederbayern,2022-03-03T08:00:00+01:00,36808,255
Landshut Stadt,Niederbayern,2022-03-03T08:00:00+01:00,16433,149
Lichtenfels,Oberfranken,2022-03-03T08:00:00+01:00,14197,132
Lindau (Bodensee),Schwaben,2022-03-03T08:00:00+01:00,17324,79
Main-Spessart,Unterfranken,2022-03-03T08:00:00+01:00,19133,236
Memmingen Stadt,Schwaben,2022-03-03T08:00:00+01:00,10098,34
Miesbach,Oberbayern,2022-03-03T08:00:00+01:00,23082,160
Miltenberg,Unterfranken,2022-03-03T08:00:00+01:00,25972,192
Mühldorf am Inn,Oberbayern,2022-03-03T08:00:00+01:00,31548,275
München,Oberbayern,2022-03-03T08:00:00+01:00,69968,341
München Stadt,Oberbayern,2022-03-03T08:00:00+01:00,332267,1819
Neu-Ulm,Schwaben,2022-03-03T08:00:00+01:00,37219,216
Neuburg-Schrobenhausen,Oberbayern,2022-03-03T08:00:00+01:00,23661,114
Neumarkt in der Oberpfalz,Oberpfalz,2022-03-03T08:00:00+01:00,29200,219
