Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-10-25T08:00:00+01:00,41016,1066
Niederbayern,2020-10-25T08:00:00+01:00,9017,313
Oberpfalz,2020-10-25T08:00:00+01:00,8036,381
Oberfranken,2020-10-25T08:00:00+01:00,5839,253
Mittelfranken,2020-10-25T08:00:00+01:00,9127,297
Unterfranken,2020-10-25T08:00:00+01:00,6956,198
Schwaben,2020-10-25T08:00:00+01:00,10203,232
