Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-12-29T08:00:00+01:00,2698,49
Altötting,Oberbayern,2020-12-29T08:00:00+01:00,2867,104
Amberg Stadt,Oberpfalz,2020-12-29T08:00:00+01:00,649,8
Amberg-Sulzbach,Oberpfalz,2020-12-29T08:00:00+01:00,2290,85
Ansbach,Mittelfranken,2020-12-29T08:00:00+01:00,3343,76
Ansbach Stadt,Mittelfranken,2020-12-29T08:00:00+01:00,720,15
Aschaffenburg,Unterfranken,2020-12-29T08:00:00+01:00,3827,84
Aschaffenburg Stadt,Unterfranken,2020-12-29T08:00:00+01:00,1428,25
Augsburg,Schwaben,2020-12-29T08:00:00+01:00,6021,83
Augsburg Stadt,Schwaben,2020-12-29T08:00:00+01:00,9351,188
Bad Kissingen,Unterfranken,2020-12-29T08:00:00+01:00,1517,39
Bad Tölz-Wolfratshausen,Oberbayern,2020-12-29T08:00:00+01:00,2496,22
Bamberg,Oberfranken,2020-12-29T08:00:00+01:00,2462,60
Bamberg Stadt,Oberfranken,2020-12-29T08:00:00+01:00,1375,42
Bayreuth,Oberfranken,2020-12-29T08:00:00+01:00,1778,39
Bayreuth Stadt,Oberfranken,2020-12-29T08:00:00+01:00,1213,27
Berchtesgadener Land,Oberbayern,2020-12-29T08:00:00+01:00,2630,61
Cham,Oberpfalz,2020-12-29T08:00:00+01:00,2451,53
Coburg,Oberfranken,2020-12-29T08:00:00+01:00,2259,81
Coburg Stadt,Oberfranken,2020-12-29T08:00:00+01:00,1007,16
Dachau,Oberbayern,2020-12-29T08:00:00+01:00,4568,80
Deggendorf,Niederbayern,2020-12-29T08:00:00+01:00,2677,55
Dillingen an der Donau,Schwaben,2020-12-29T08:00:00+01:00,1887,74
Dingolfing-Landau,Niederbayern,2020-12-29T08:00:00+01:00,2457,53
Donau-Ries,Schwaben,2020-12-29T08:00:00+01:00,2609,57
Ebersberg,Oberbayern,2020-12-29T08:00:00+01:00,3452,62
Eichstätt,Oberbayern,2020-12-29T08:00:00+01:00,2453,49
Erding,Oberbayern,2020-12-29T08:00:00+01:00,3988,33
Erlangen Stadt,Mittelfranken,2020-12-29T08:00:00+01:00,2110,44
Erlangen-Höchstadt,Mittelfranken,2020-12-29T08:00:00+01:00,2532,67
Forchheim,Oberfranken,2020-12-29T08:00:00+01:00,2194,46
Freising,Oberbayern,2020-12-29T08:00:00+01:00,4266,58
Freyung-Grafenau,Niederbayern,2020-12-29T08:00:00+01:00,2505,59
Fürstenfeldbruck,Oberbayern,2020-12-29T08:00:00+01:00,5577,87
Fürth,Mittelfranken,2020-12-29T08:00:00+01:00,2746,109
Fürth Stadt,Mittelfranken,2020-12-29T08:00:00+01:00,3463,67
Garmisch-Partenkirchen,Oberbayern,2020-12-29T08:00:00+01:00,1781,41
Günzburg,Schwaben,2020-12-29T08:00:00+01:00,3549,62
Haßberge,Unterfranken,2020-12-29T08:00:00+01:00,1712,38
Hof,Oberfranken,2020-12-29T08:00:00+01:00,2305,68
Hof Stadt,Oberfranken,2020-12-29T08:00:00+01:00,1345,38
Ingolstadt Stadt,Oberbayern,2020-12-29T08:00:00+01:00,3133,59
Kaufbeuren Stadt,Schwaben,2020-12-29T08:00:00+01:00,1151,39
Kelheim,Niederbayern,2020-12-29T08:00:00+01:00,2264,46
Kempten Stadt,Schwaben,2020-12-29T08:00:00+01:00,1239,18
Kitzingen,Unterfranken,2020-12-29T08:00:00+01:00,1392,21
Kronach,Oberfranken,2020-12-29T08:00:00+01:00,1460,28
Kulmbach,Oberfranken,2020-12-29T08:00:00+01:00,1229,19
Landsberg am Lech,Oberbayern,2020-12-29T08:00:00+01:00,2329,28
Landshut,Niederbayern,2020-12-29T08:00:00+01:00,3811,100
Landshut Stadt,Niederbayern,2020-12-29T08:00:00+01:00,1867,35
Lichtenfels,Oberfranken,2020-12-29T08:00:00+01:00,1443,38
Lindau (Bodensee),Schwaben,2020-12-29T08:00:00+01:00,1738,35
Main-Spessart,Unterfranken,2020-12-29T08:00:00+01:00,2456,148
Memmingen Stadt,Schwaben,2020-12-29T08:00:00+01:00,873,14
Miesbach,Oberbayern,2020-12-29T08:00:00+01:00,2367,23
Miltenberg,Unterfranken,2020-12-29T08:00:00+01:00,2680,48
Mühldorf am Inn,Oberbayern,2020-12-29T08:00:00+01:00,3267,73
München,Oberbayern,2020-12-29T08:00:00+01:00,8406,137
München Stadt,Oberbayern,2020-12-29T08:00:00+01:00,43139,544
Neu-Ulm,Schwaben,2020-12-29T08:00:00+01:00,3805,58
Neuburg-Schrobenhausen,Oberbayern,2020-12-29T08:00:00+01:00,2085,48
Neumarkt in der Oberpfalz,Oberpfalz,2020-12-29T08:00:00+01:00,2915,74
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-12-29T08:00:00+01:00,1824,32
Neustadt an der Waldnaab,Oberpfalz,2020-12-29T08:00:00+01:00,2708,97
Nürnberg Stadt,Mittelfranken,2020-12-29T08:00:00+01:00,16552,210
Nürnberger Land,Mittelfranken,2020-12-29T08:00:00+01:00,3612,85
Oberallgäu,Schwaben,2020-12-29T08:00:00+01:00,2759,29
Ostallgäu,Schwaben,2020-12-29T08:00:00+01:00,3102,63
Passau,Niederbayern,2020-12-29T08:00:00+01:00,6588,102
Passau Stadt,Niederbayern,2020-12-29T08:00:00+01:00,1844,39
Pfaffenhofen an der Ilm,Oberbayern,2020-12-29T08:00:00+01:00,2882,86
Regen,Niederbayern,2020-12-29T08:00:00+01:00,2913,79
Regensburg,Oberpfalz,2020-12-29T08:00:00+01:00,3756,45
Regensburg Stadt,Oberpfalz,2020-12-29T08:00:00+01:00,3571,27
Rhön-Grabfeld,Unterfranken,2020-12-29T08:00:00+01:00,1376,21
Rosenheim,Oberbayern,2020-12-29T08:00:00+01:00,8339,312
Rosenheim Stadt,Oberbayern,2020-12-29T08:00:00+01:00,2270,34
Roth,Mittelfranken,2020-12-29T08:00:00+01:00,2643,49
Rottal-Inn,Niederbayern,2020-12-29T08:00:00+01:00,3524,86
Schwabach Stadt,Mittelfranken,2020-12-29T08:00:00+01:00,1164,38
Schwandorf,Oberpfalz,2020-12-29T08:00:00+01:00,3359,60
Schweinfurt,Unterfranken,2020-12-29T08:00:00+01:00,2636,74
Schweinfurt Stadt,Unterfranken,2020-12-29T08:00:00+01:00,1230,36
Starnberg,Oberbayern,2020-12-29T08:00:00+01:00,2724,24
Straubing Stadt,Niederbayern,2020-12-29T08:00:00+01:00,1245,58
Straubing-Bogen,Niederbayern,2020-12-29T08:00:00+01:00,2470,75
Tirschenreuth,Oberpfalz,2020-12-29T08:00:00+01:00,2455,176
Traunstein,Oberbayern,2020-12-29T08:00:00+01:00,5541,148
Unterallgäu,Schwaben,2020-12-29T08:00:00+01:00,2686,54
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-12-29T08:00:00+01:00,1394,36
Weilheim-Schongau,Oberbayern,2020-12-29T08:00:00+01:00,2399,26
Weißenburg-Gunzenhausen,Mittelfranken,2020-12-29T08:00:00+01:00,1824,42
Wunsiedel im Fichtelgebirge,Oberfranken,2020-12-29T08:00:00+01:00,1879,65
Würzburg,Unterfranken,2020-12-29T08:00:00+01:00,2179,36
Würzburg Stadt,Unterfranken,2020-12-29T08:00:00+01:00,2265,62
