Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-06-11T08:00:00+02:00,5175,100
Altötting,Oberbayern,2021-06-11T08:00:00+02:00,6049,210
Amberg Stadt,Oberpfalz,2021-06-11T08:00:00+02:00,1741,23
Amberg-Sulzbach,Oberpfalz,2021-06-11T08:00:00+02:00,4831,157
Ansbach,Mittelfranken,2021-06-11T08:00:00+02:00,8306,182
Ansbach Stadt,Mittelfranken,2021-06-11T08:00:00+02:00,1837,44
Aschaffenburg,Unterfranken,2021-06-11T08:00:00+02:00,7980,211
Aschaffenburg Stadt,Unterfranken,2021-06-11T08:00:00+02:00,3455,115
Augsburg,Schwaben,2021-06-11T08:00:00+02:00,11380,225
Augsburg Stadt,Schwaben,2021-06-11T08:00:00+02:00,17833,402
Bad Kissingen,Unterfranken,2021-06-11T08:00:00+02:00,3632,103
Bad Tölz-Wolfratshausen,Oberbayern,2021-06-11T08:00:00+02:00,5051,78
Bamberg,Oberfranken,2021-06-11T08:00:00+02:00,5557,141
Bamberg Stadt,Oberfranken,2021-06-11T08:00:00+02:00,3056,106
Bayreuth,Oberfranken,2021-06-11T08:00:00+02:00,4925,161
Bayreuth Stadt,Oberfranken,2021-06-11T08:00:00+02:00,3467,109
Berchtesgadener Land,Oberbayern,2021-06-11T08:00:00+02:00,5975,102
Cham,Oberpfalz,2021-06-11T08:00:00+02:00,7110,182
Coburg,Oberfranken,2021-06-11T08:00:00+02:00,4875,160
Coburg Stadt,Oberfranken,2021-06-11T08:00:00+02:00,2395,92
Dachau,Oberbayern,2021-06-11T08:00:00+02:00,8206,142
Deggendorf,Niederbayern,2021-06-11T08:00:00+02:00,6964,157
Dillingen an der Donau,Schwaben,2021-06-11T08:00:00+02:00,3759,114
Dingolfing-Landau,Niederbayern,2021-06-11T08:00:00+02:00,5779,96
Donau-Ries,Schwaben,2021-06-11T08:00:00+02:00,5957,161
Ebersberg,Oberbayern,2021-06-11T08:00:00+02:00,6337,179
Eichstätt,Oberbayern,2021-06-11T08:00:00+02:00,5040,82
Erding,Oberbayern,2021-06-11T08:00:00+02:00,6945,118
Erlangen Stadt,Mittelfranken,2021-06-11T08:00:00+02:00,3980,93
Erlangen-Höchstadt,Mittelfranken,2021-06-11T08:00:00+02:00,5391,129
Forchheim,Oberfranken,2021-06-11T08:00:00+02:00,4762,113
Freising,Oberbayern,2021-06-11T08:00:00+02:00,8086,130
Freyung-Grafenau,Niederbayern,2021-06-11T08:00:00+02:00,4908,128
Fürstenfeldbruck,Oberbayern,2021-06-11T08:00:00+02:00,9700,140
Fürth,Mittelfranken,2021-06-11T08:00:00+02:00,5329,208
Fürth Stadt,Mittelfranken,2021-06-11T08:00:00+02:00,7668,221
Garmisch-Partenkirchen,Oberbayern,2021-06-11T08:00:00+02:00,3619,87
Günzburg,Schwaben,2021-06-11T08:00:00+02:00,6905,110
Haßberge,Unterfranken,2021-06-11T08:00:00+02:00,4054,87
Hof,Oberfranken,2021-06-11T08:00:00+02:00,6388,155
Hof Stadt,Oberfranken,2021-06-11T08:00:00+02:00,3953,116
Ingolstadt Stadt,Oberbayern,2021-06-11T08:00:00+02:00,6139,109
Kaufbeuren Stadt,Schwaben,2021-06-11T08:00:00+02:00,2380,55
Kelheim,Niederbayern,2021-06-11T08:00:00+02:00,5921,107
Kempten Stadt,Schwaben,2021-06-11T08:00:00+02:00,3287,48
Kitzingen,Unterfranken,2021-06-11T08:00:00+02:00,3275,86
Kronach,Oberfranken,2021-06-11T08:00:00+02:00,4207,95
Kulmbach,Oberfranken,2021-06-11T08:00:00+02:00,4075,117
Landsberg am Lech,Oberbayern,2021-06-11T08:00:00+02:00,4082,70
Landshut,Niederbayern,2021-06-11T08:00:00+02:00,8037,173
Landshut Stadt,Niederbayern,2021-06-11T08:00:00+02:00,4073,109
Lichtenfels,Oberfranken,2021-06-11T08:00:00+02:00,3536,83
Lindau (Bodensee),Schwaben,2021-06-11T08:00:00+02:00,3399,63
Main-Spessart,Unterfranken,2021-06-11T08:00:00+02:00,4725,215
Memmingen Stadt,Schwaben,2021-06-11T08:00:00+02:00,2249,25
Miesbach,Oberbayern,2021-06-11T08:00:00+02:00,4539,82
Miltenberg,Unterfranken,2021-06-11T08:00:00+02:00,5959,129
Mühldorf am Inn,Oberbayern,2021-06-11T08:00:00+02:00,6949,153
München,Oberbayern,2021-06-11T08:00:00+02:00,15271,291
München Stadt,Oberbayern,2021-06-11T08:00:00+02:00,73059,1247
Neu-Ulm,Schwaben,2021-06-11T08:00:00+02:00,7672,116
Neuburg-Schrobenhausen,Oberbayern,2021-06-11T08:00:00+02:00,4153,79
Neumarkt in der Oberpfalz,Oberpfalz,2021-06-11T08:00:00+02:00,6550,135
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2021-06-11T08:00:00+02:00,4381,107
Neustadt an der Waldnaab,Oberpfalz,2021-06-11T08:00:00+02:00,5234,188
Nürnberg Stadt,Mittelfranken,2021-06-11T08:00:00+02:00,34393,947
Nürnberger Land,Mittelfranken,2021-06-11T08:00:00+02:00,7414,177
Oberallgäu,Schwaben,2021-06-11T08:00:00+02:00,5972,86
Ostallgäu,Schwaben,2021-06-11T08:00:00+02:00,7126,134
Passau,Niederbayern,2021-06-11T08:00:00+02:00,12940,368
Passau Stadt,Niederbayern,2021-06-11T08:00:00+02:00,3391,112
Pfaffenhofen an der Ilm,Oberbayern,2021-06-11T08:00:00+02:00,5636,159
Regen,Niederbayern,2021-06-11T08:00:00+02:00,5529,162
Regensburg,Oberpfalz,2021-06-11T08:00:00+02:00,8265,192
Regensburg Stadt,Oberpfalz,2021-06-11T08:00:00+02:00,6964,83
Rhön-Grabfeld,Unterfranken,2021-06-11T08:00:00+02:00,3529,87
Rosenheim,Oberbayern,2021-06-11T08:00:00+02:00,13853,458
Rosenheim Stadt,Oberbayern,2021-06-11T08:00:00+02:00,3928,62
Roth,Mittelfranken,2021-06-11T08:00:00+02:00,5671,174
Rottal-Inn,Niederbayern,2021-06-11T08:00:00+02:00,7532,180
Schwabach Stadt,Mittelfranken,2021-06-11T08:00:00+02:00,2146,104
Schwandorf,Oberpfalz,2021-06-11T08:00:00+02:00,8368,157
Schweinfurt,Unterfranken,2021-06-11T08:00:00+02:00,5107,134
Schweinfurt Stadt,Unterfranken,2021-06-11T08:00:00+02:00,3112,91
Starnberg,Oberbayern,2021-06-11T08:00:00+02:00,5076,112
Straubing Stadt,Niederbayern,2021-06-11T08:00:00+02:00,2379,87
Straubing-Bogen,Niederbayern,2021-06-11T08:00:00+02:00,5363,141
Tirschenreuth,Oberpfalz,2021-06-11T08:00:00+02:00,5319,265
Traunstein,Oberbayern,2021-06-11T08:00:00+02:00,11001,215
Unterallgäu,Schwaben,2021-06-11T08:00:00+02:00,7235,153
Weiden in der Oberpfalz Stadt,Oberpfalz,2021-06-11T08:00:00+02:00,2693,98
Weilheim-Schongau,Oberbayern,2021-06-11T08:00:00+02:00,5141,82
Weißenburg-Gunzenhausen,Mittelfranken,2021-06-11T08:00:00+02:00,3909,114
Wunsiedel im Fichtelgebirge,Oberfranken,2021-06-11T08:00:00+02:00,5022,197
Würzburg,Unterfranken,2021-06-11T08:00:00+02:00,4393,73
Würzburg Stadt,Unterfranken,2021-06-11T08:00:00+02:00,4501,123
