Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-04-10T10:00:00+02:00,18603,569
Niederbayern,2020-04-10T10:00:00+02:00,4190,206
Oberpfalz,2020-04-10T10:00:00+02:00,4601,240
Oberfranken,2020-04-10T10:00:00+02:00,3155,143
Mittelfranken,2020-04-10T10:00:00+02:00,4132,175
Unterfranken,2020-04-10T10:00:00+02:00,3143,151
Schwaben,2020-04-10T10:00:00+02:00,3591,152
