Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-02-03T08:00:00+01:00,152563,3294
Niederbayern,2021-02-03T08:00:00+01:00,45821,1365
Oberpfalz,2021-02-03T08:00:00+01:00,32313,989
Oberfranken,2021-02-03T08:00:00+01:00,31983,1127
Mittelfranken,2021-02-03T08:00:00+01:00,56427,1646
Unterfranken,2021-02-03T08:00:00+01:00,32823,1072
Schwaben,2021-02-03T08:00:00+01:00,53999,1286
