Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-07-18T08:00:00+02:00,226353,4440
Niederbayern,2021-07-18T08:00:00+02:00,73081,1839
Oberpfalz,2021-07-18T08:00:00+02:00,57378,1510
Oberfranken,2021-07-18T08:00:00+02:00,56655,1661
Mittelfranken,2021-07-18T08:00:00+02:00,91309,2558
Unterfranken,2021-07-18T08:00:00+02:00,54308,1466
Schwaben,2021-07-18T08:00:00+02:00,91236,1832
