Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-06-15T08:00:00+02:00,224117,4397
Niederbayern,2021-06-15T08:00:00+02:00,72869,1823
Oberpfalz,2021-06-15T08:00:00+02:00,57099,1482
Oberfranken,2021-06-15T08:00:00+02:00,56278,1646
Mittelfranken,2021-06-15T08:00:00+02:00,90565,2507
Unterfranken,2021-06-15T08:00:00+02:00,53783,1457
Schwaben,2021-06-15T08:00:00+02:00,90511,1798
