Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-04-04T10:00:00+02:00,164,3
Altötting,Oberbayern,2020-04-04T10:00:00+02:00,233,6
Amberg Stadt,Oberpfalz,2020-04-04T10:00:00+02:00,34,1
Amberg-Sulzbach,Oberpfalz,2020-04-04T10:00:00+02:00,142,3
Ansbach,Mittelfranken,2020-04-04T10:00:00+02:00,250,1
Ansbach Stadt,Mittelfranken,2020-04-04T10:00:00+02:00,41,0
Aschaffenburg,Unterfranken,2020-04-04T10:00:00+02:00,210,12
Aschaffenburg Stadt,Unterfranken,2020-04-04T10:00:00+02:00,66,0
Augsburg,Schwaben,2020-04-04T10:00:00+02:00,217,0
Augsburg Stadt,Schwaben,2020-04-04T10:00:00+02:00,218,3
Bad Kissingen,Unterfranken,2020-04-04T10:00:00+02:00,122,1
Bad Tölz-Wolfratshausen,Oberbayern,2020-04-04T10:00:00+02:00,241,3
Bamberg,Oberfranken,2020-04-04T10:00:00+02:00,248,6
Bamberg Stadt,Oberfranken,2020-04-04T10:00:00+02:00,88,0
Bayreuth,Oberfranken,2020-04-04T10:00:00+02:00,178,3
Bayreuth Stadt,Oberfranken,2020-04-04T10:00:00+02:00,86,1
Berchtesgadener Land,Oberbayern,2020-04-04T10:00:00+02:00,140,3
Cham,Oberpfalz,2020-04-04T10:00:00+02:00,261,4
Coburg,Oberfranken,2020-04-04T10:00:00+02:00,66,1
Coburg Stadt,Oberfranken,2020-04-04T10:00:00+02:00,23,0
Dachau,Oberbayern,2020-04-04T10:00:00+02:00,390,4
Deggendorf,Niederbayern,2020-04-04T10:00:00+02:00,146,4
Dillingen an der Donau,Schwaben,2020-04-04T10:00:00+02:00,80,1
Dingolfing-Landau,Niederbayern,2020-04-04T10:00:00+02:00,123,1
Donau-Ries,Schwaben,2020-04-04T10:00:00+02:00,173,5
Ebersberg,Oberbayern,2020-04-04T10:00:00+02:00,265,0
Eichstätt,Oberbayern,2020-04-04T10:00:00+02:00,122,2
Erding,Oberbayern,2020-04-04T10:00:00+02:00,397,3
Erlangen Stadt,Mittelfranken,2020-04-04T10:00:00+02:00,92,1
Erlangen-Höchstadt,Mittelfranken,2020-04-04T10:00:00+02:00,112,1
Forchheim,Oberfranken,2020-04-04T10:00:00+02:00,132,2
Freising,Oberbayern,2020-04-04T10:00:00+02:00,643,13
Freyung-Grafenau,Niederbayern,2020-04-04T10:00:00+02:00,99,2
Fürstenfeldbruck,Oberbayern,2020-04-04T10:00:00+02:00,458,5
Fürth,Mittelfranken,2020-04-04T10:00:00+02:00,236,4
Fürth Stadt,Mittelfranken,2020-04-04T10:00:00+02:00,143,2
Garmisch-Partenkirchen,Oberbayern,2020-04-04T10:00:00+02:00,177,1
Günzburg,Schwaben,2020-04-04T10:00:00+02:00,138,1
Haßberge,Unterfranken,2020-04-04T10:00:00+02:00,79,0
Hof,Oberfranken,2020-04-04T10:00:00+02:00,183,1
Hof Stadt,Oberfranken,2020-04-04T10:00:00+02:00,60,1
Ingolstadt Stadt,Oberbayern,2020-04-04T10:00:00+02:00,171,3
Kaufbeuren Stadt,Schwaben,2020-04-04T10:00:00+02:00,52,0
Kelheim,Niederbayern,2020-04-04T10:00:00+02:00,235,8
Kempten Stadt,Schwaben,2020-04-04T10:00:00+02:00,51,3
Kitzingen,Unterfranken,2020-04-04T10:00:00+02:00,49,0
Kronach,Oberfranken,2020-04-04T10:00:00+02:00,61,0
Kulmbach,Oberfranken,2020-04-04T10:00:00+02:00,99,2
Landsberg am Lech,Oberbayern,2020-04-04T10:00:00+02:00,206,4
Landshut,Niederbayern,2020-04-04T10:00:00+02:00,368,9
Landshut Stadt,Niederbayern,2020-04-04T10:00:00+02:00,153,3
Lichtenfels,Oberfranken,2020-04-04T10:00:00+02:00,115,1
Lindau (Bodensee),Schwaben,2020-04-04T10:00:00+02:00,176,3
Main-Spessart,Unterfranken,2020-04-04T10:00:00+02:00,91,2
Memmingen Stadt,Schwaben,2020-04-04T10:00:00+02:00,31,0
Miesbach,Oberbayern,2020-04-04T10:00:00+02:00,380,1
Miltenberg,Unterfranken,2020-04-04T10:00:00+02:00,148,0
Mühldorf am Inn,Oberbayern,2020-04-04T10:00:00+02:00,269,4
München,Oberbayern,2020-04-04T10:00:00+02:00,833,8
München Stadt,Oberbayern,2020-04-04T10:00:00+02:00,3370,10
Neu-Ulm,Schwaben,2020-04-04T10:00:00+02:00,219,2
Neuburg-Schrobenhausen,Oberbayern,2020-04-04T10:00:00+02:00,118,0
Neumarkt in der Oberpfalz,Oberpfalz,2020-04-04T10:00:00+02:00,138,2
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-04-04T10:00:00+02:00,79,2
Neustadt an der Waldnaab,Oberpfalz,2020-04-04T10:00:00+02:00,373,10
Nürnberg Stadt,Mittelfranken,2020-04-04T10:00:00+02:00,372,5
Nürnberger Land,Mittelfranken,2020-04-04T10:00:00+02:00,298,10
Oberallgäu,Schwaben,2020-04-04T10:00:00+02:00,121,3
Ostallgäu,Schwaben,2020-04-04T10:00:00+02:00,280,6
Passau,Niederbayern,2020-04-04T10:00:00+02:00,239,7
Passau Stadt,Niederbayern,2020-04-04T10:00:00+02:00,71,2
Pfaffenhofen an der Ilm,Oberbayern,2020-04-04T10:00:00+02:00,183,2
Regen,Niederbayern,2020-04-04T10:00:00+02:00,79,0
Regensburg,Oberpfalz,2020-04-04T10:00:00+02:00,239,0
Regensburg Stadt,Oberpfalz,2020-04-04T10:00:00+02:00,238,3
Rhön-Grabfeld,Unterfranken,2020-04-04T10:00:00+02:00,67,0
Rosenheim,Oberbayern,2020-04-04T10:00:00+02:00,1093,25
Rosenheim Stadt,Oberbayern,2020-04-04T10:00:00+02:00,182,4
Roth,Mittelfranken,2020-04-04T10:00:00+02:00,158,1
Rottal-Inn,Niederbayern,2020-04-04T10:00:00+02:00,394,11
Schwabach Stadt,Mittelfranken,2020-04-04T10:00:00+02:00,40,0
Schwandorf,Oberpfalz,2020-04-04T10:00:00+02:00,216,4
Schweinfurt,Unterfranken,2020-04-04T10:00:00+02:00,181,0
Schweinfurt Stadt,Unterfranken,2020-04-04T10:00:00+02:00,67,6
Starnberg,Oberbayern,2020-04-04T10:00:00+02:00,346,2
Straubing Stadt,Niederbayern,2020-04-04T10:00:00+02:00,153,5
Straubing-Bogen,Niederbayern,2020-04-04T10:00:00+02:00,198,7
Tirschenreuth,Oberpfalz,2020-04-04T10:00:00+02:00,722,40
Traunstein,Oberbayern,2020-04-04T10:00:00+02:00,403,7
Unterallgäu,Schwaben,2020-04-04T10:00:00+02:00,169,3
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-04-04T10:00:00+02:00,125,2
Weilheim-Schongau,Oberbayern,2020-04-04T10:00:00+02:00,273,1
Weißenburg-Gunzenhausen,Mittelfranken,2020-04-04T10:00:00+02:00,142,2
Wunsiedel im Fichtelgebirge,Oberfranken,2020-04-04T10:00:00+02:00,351,8
Würzburg,Unterfranken,2020-04-04T10:00:00+02:00,259,0
Würzburg Stadt,Unterfranken,2020-04-04T10:00:00+02:00,329,22
