Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-11-27T08:00:00+01:00,1789,34
Altötting,Oberbayern,2020-11-27T08:00:00+01:00,1916,64
Amberg Stadt,Oberpfalz,2020-11-27T08:00:00+01:00,458,5
Amberg-Sulzbach,Oberpfalz,2020-11-27T08:00:00+01:00,1364,63
Ansbach,Mittelfranken,2020-11-27T08:00:00+01:00,2103,46
Ansbach Stadt,Mittelfranken,2020-11-27T08:00:00+01:00,498,11
Aschaffenburg,Unterfranken,2020-11-27T08:00:00+01:00,2277,46
Aschaffenburg Stadt,Unterfranken,2020-11-27T08:00:00+01:00,722,4
Augsburg,Schwaben,2020-11-27T08:00:00+01:00,3796,28
Augsburg Stadt,Schwaben,2020-11-27T08:00:00+01:00,6369,68
Bad Kissingen,Unterfranken,2020-11-27T08:00:00+01:00,740,19
Bad Tölz-Wolfratshausen,Oberbayern,2020-11-27T08:00:00+01:00,1751,14
Bamberg,Oberfranken,2020-11-27T08:00:00+01:00,1520,49
Bamberg Stadt,Oberfranken,2020-11-27T08:00:00+01:00,799,29
Bayreuth,Oberfranken,2020-11-27T08:00:00+01:00,957,29
Bayreuth Stadt,Oberfranken,2020-11-27T08:00:00+01:00,697,14
Berchtesgadener Land,Oberbayern,2020-11-27T08:00:00+01:00,1922,35
Cham,Oberpfalz,2020-11-27T08:00:00+01:00,1663,29
Coburg,Oberfranken,2020-11-27T08:00:00+01:00,1119,36
Coburg Stadt,Oberfranken,2020-11-27T08:00:00+01:00,392,6
Dachau,Oberbayern,2020-11-27T08:00:00+01:00,3017,63
Deggendorf,Niederbayern,2020-11-27T08:00:00+01:00,1396,25
Dillingen an der Donau,Schwaben,2020-11-27T08:00:00+01:00,1244,42
Dingolfing-Landau,Niederbayern,2020-11-27T08:00:00+01:00,1715,19
Donau-Ries,Schwaben,2020-11-27T08:00:00+01:00,1790,36
Ebersberg,Oberbayern,2020-11-27T08:00:00+01:00,2198,19
Eichstätt,Oberbayern,2020-11-27T08:00:00+01:00,1490,29
Erding,Oberbayern,2020-11-27T08:00:00+01:00,2354,18
Erlangen Stadt,Mittelfranken,2020-11-27T08:00:00+01:00,1270,15
