Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-07-02T08:00:00+02:00,5179,101
Altötting,Oberbayern,2021-07-02T08:00:00+02:00,6045,210
Amberg Stadt,Oberpfalz,2021-07-02T08:00:00+02:00,1747,24
Amberg-Sulzbach,Oberpfalz,2021-07-02T08:00:00+02:00,4832,160
Ansbach,Mittelfranken,2021-07-02T08:00:00+02:00,8405,198
Ansbach Stadt,Mittelfranken,2021-07-02T08:00:00+02:00,1872,45
Aschaffenburg,Unterfranken,2021-07-02T08:00:00+02:00,8014,212
Aschaffenburg Stadt,Unterfranken,2021-07-02T08:00:00+02:00,3489,115
Augsburg,Schwaben,2021-07-02T08:00:00+02:00,11440,227
Augsburg Stadt,Schwaben,2021-07-02T08:00:00+02:00,17971,404
Bad Kissingen,Unterfranken,2021-07-02T08:00:00+02:00,3642,104
Bad Tölz-Wolfratshausen,Oberbayern,2021-07-02T08:00:00+02:00,5071,78
Bamberg,Oberfranken,2021-07-02T08:00:00+02:00,5614,145
Bamberg Stadt,Oberfranken,2021-07-02T08:00:00+02:00,3103,108
Bayreuth,Oberfranken,2021-07-02T08:00:00+02:00,4931,163
Bayreuth Stadt,Oberfranken,2021-07-02T08:00:00+02:00,3468,109
Berchtesgadener Land,Oberbayern,2021-07-02T08:00:00+02:00,6014,102
Cham,Oberpfalz,2021-07-02T08:00:00+02:00,7133,182
Coburg,Oberfranken,2021-07-02T08:00:00+02:00,4889,161
Coburg Stadt,Oberfranken,2021-07-02T08:00:00+02:00,2403,92
Dachau,Oberbayern,2021-07-02T08:00:00+02:00,8241,143
Deggendorf,Niederbayern,2021-07-02T08:00:00+02:00,6988,160
Dillingen an der Donau,Schwaben,2021-07-02T08:00:00+02:00,3774,115
Dingolfing-Landau,Niederbayern,2021-07-02T08:00:00+02:00,5814,98
Donau-Ries,Schwaben,2021-07-02T08:00:00+02:00,5991,165
Ebersberg,Oberbayern,2021-07-02T08:00:00+02:00,6364,180
Eichstätt,Oberbayern,2021-07-02T08:00:00+02:00,5071,85
Erding,Oberbayern,2021-07-02T08:00:00+02:00,6970,118
Erlangen Stadt,Mittelfranken,2021-07-02T08:00:00+02:00,3999,95
Erlangen-Höchstadt,Mittelfranken,2021-07-02T08:00:00+02:00,5416,130
Forchheim,Oberfranken,2021-07-02T08:00:00+02:00,4789,113
Freising,Oberbayern,2021-07-02T08:00:00+02:00,8175,130
Freyung-Grafenau,Niederbayern,2021-07-02T08:00:00+02:00,4914,128
Fürstenfeldbruck,Oberbayern,2021-07-02T08:00:00+02:00,9721,140
Fürth,Mittelfranken,2021-07-02T08:00:00+02:00,5362,208
Fürth Stadt,Mittelfranken,2021-07-02T08:00:00+02:00,7733,224
Garmisch-Partenkirchen,Oberbayern,2021-07-02T08:00:00+02:00,3648,87
Günzburg,Schwaben,2021-07-02T08:00:00+02:00,6959,110
Haßberge,Unterfranken,2021-07-02T08:00:00+02:00,4070,87
Hof,Oberfranken,2021-07-02T08:00:00+02:00,6401,157
Hof Stadt,Oberfranken,2021-07-02T08:00:00+02:00,3961,116
Ingolstadt Stadt,Oberbayern,2021-07-02T08:00:00+02:00,6187,114
Kaufbeuren Stadt,Schwaben,2021-07-02T08:00:00+02:00,2386,56
Kelheim,Niederbayern,2021-07-02T08:00:00+02:00,5938,109
Kempten Stadt,Schwaben,2021-07-02T08:00:00+02:00,3278,48
Kitzingen,Unterfranken,2021-07-02T08:00:00+02:00,3290,87
Kronach,Oberfranken,2021-07-02T08:00:00+02:00,4225,96
Kulmbach,Oberfranken,2021-07-02T08:00:00+02:00,4087,117
Landsberg am Lech,Oberbayern,2021-07-02T08:00:00+02:00,4094,71
Landshut,Niederbayern,2021-07-02T08:00:00+02:00,8016,175
Landshut Stadt,Niederbayern,2021-07-02T08:00:00+02:00,4087,110
Lichtenfels,Oberfranken,2021-07-02T08:00:00+02:00,3584,84
Lindau (Bodensee),Schwaben,2021-07-02T08:00:00+02:00,3448,63
Main-Spessart,Unterfranken,2021-07-02T08:00:00+02:00,4754,215
Memmingen Stadt,Schwaben,2021-07-02T08:00:00+02:00,2253,26
Miesbach,Oberbayern,2021-07-02T08:00:00+02:00,4585,82
Miltenberg,Unterfranken,2021-07-02T08:00:00+02:00,5998,129
Mühldorf am Inn,Oberbayern,2021-07-02T08:00:00+02:00,6969,155
München,Oberbayern,2021-07-02T08:00:00+02:00,15360,294
München Stadt,Oberbayern,2021-07-02T08:00:00+02:00,73596,1260
Neu-Ulm,Schwaben,2021-07-02T08:00:00+02:00,7757,120
Neuburg-Schrobenhausen,Oberbayern,2021-07-02T08:00:00+02:00,4173,80
Neumarkt in der Oberpfalz,Oberpfalz,2021-07-02T08:00:00+02:00,6569,140
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2021-07-02T08:00:00+02:00,4385,107
Neustadt an der Waldnaab,Oberpfalz,2021-07-02T08:00:00+02:00,5257,188
Nürnberg Stadt,Mittelfranken,2021-07-02T08:00:00+02:00,34662,962
Nürnberger Land,Mittelfranken,2021-07-02T08:00:00+02:00,7444,182
Oberallgäu,Schwaben,2021-07-02T08:00:00+02:00,5967,89
Ostallgäu,Schwaben,2021-07-02T08:00:00+02:00,7161,134
Passau,Niederbayern,2021-07-02T08:00:00+02:00,12961,370
Passau Stadt,Niederbayern,2021-07-02T08:00:00+02:00,3399,113
Pfaffenhofen an der Ilm,Oberbayern,2021-07-02T08:00:00+02:00,5646,159
Regen,Niederbayern,2021-07-02T08:00:00+02:00,5531,163
Regensburg,Oberpfalz,2021-07-02T08:00:00+02:00,8292,206
Regensburg Stadt,Oberpfalz,2021-07-02T08:00:00+02:00,6993,88
Rhön-Grabfeld,Unterfranken,2021-07-02T08:00:00+02:00,3547,89
Rosenheim,Oberbayern,2021-07-02T08:00:00+02:00,13929,462
Rosenheim Stadt,Oberbayern,2021-07-02T08:00:00+02:00,3935,67
Roth,Mittelfranken,2021-07-02T08:00:00+02:00,5684,174
Rottal-Inn,Niederbayern,2021-07-02T08:00:00+02:00,7549,182
Schwabach Stadt,Mittelfranken,2021-07-02T08:00:00+02:00,2150,105
Schwandorf,Oberpfalz,2021-07-02T08:00:00+02:00,8374,157
Schweinfurt,Unterfranken,2021-07-02T08:00:00+02:00,5142,138
Schweinfurt Stadt,Unterfranken,2021-07-02T08:00:00+02:00,3162,90
Starnberg,Oberbayern,2021-07-02T08:00:00+02:00,5101,113
Straubing Stadt,Niederbayern,2021-07-02T08:00:00+02:00,2379,87
Straubing-Bogen,Niederbayern,2021-07-02T08:00:00+02:00,5368,141
Tirschenreuth,Oberpfalz,2021-07-02T08:00:00+02:00,5315,265
Traunstein,Oberbayern,2021-07-02T08:00:00+02:00,11071,216
Unterallgäu,Schwaben,2021-07-02T08:00:00+02:00,7285,166
Weiden in der Oberpfalz Stadt,Oberpfalz,2021-07-02T08:00:00+02:00,2696,98
Weilheim-Schongau,Oberbayern,2021-07-02T08:00:00+02:00,5158,84
Weißenburg-Gunzenhausen,Mittelfranken,2021-07-02T08:00:00+02:00,3921,116
Wunsiedel im Fichtelgebirge,Oberfranken,2021-07-02T08:00:00+02:00,5024,198
Würzburg,Unterfranken,2021-07-02T08:00:00+02:00,4455,73
Würzburg Stadt,Unterfranken,2021-07-02T08:00:00+02:00,4544,125
