Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-05-11T10:00:00+02:00,288,20
Altötting,Oberbayern,2020-05-11T10:00:00+02:00,590,41
Amberg Stadt,Oberpfalz,2020-05-11T10:00:00+02:00,76,3
Amberg-Sulzbach,Oberpfalz,2020-05-11T10:00:00+02:00,469,44
Ansbach,Mittelfranken,2020-05-11T10:00:00+02:00,570,23
Ansbach Stadt,Mittelfranken,2020-05-11T10:00:00+02:00,133,7
Aschaffenburg,Unterfranken,2020-05-11T10:00:00+02:00,505,35
Aschaffenburg Stadt,Unterfranken,2020-05-11T10:00:00+02:00,111,1
Augsburg,Schwaben,2020-05-11T10:00:00+02:00,369,8
Augsburg Stadt,Schwaben,2020-05-11T10:00:00+02:00,388,13
Bad Kissingen,Unterfranken,2020-05-11T10:00:00+02:00,236,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-05-11T10:00:00+02:00,413,10
Bamberg,Oberfranken,2020-05-11T10:00:00+02:00,403,34
Bamberg Stadt,Oberfranken,2020-05-11T10:00:00+02:00,189,15
Bayreuth,Oberfranken,2020-05-11T10:00:00+02:00,407,25
Bayreuth Stadt,Oberfranken,2020-05-11T10:00:00+02:00,202,10
Berchtesgadener Land,Oberbayern,2020-05-11T10:00:00+02:00,286,15
Cham,Oberpfalz,2020-05-11T10:00:00+02:00,411,20
Coburg,Oberfranken,2020-05-11T10:00:00+02:00,210,8
Coburg Stadt,Oberfranken,2020-05-11T10:00:00+02:00,59,0
Dachau,Oberbayern,2020-05-11T10:00:00+02:00,896,25
Deggendorf,Niederbayern,2020-05-11T10:00:00+02:00,280,12
Dillingen an der Donau,Schwaben,2020-05-11T10:00:00+02:00,255,21
Dingolfing-Landau,Niederbayern,2020-05-11T10:00:00+02:00,200,5
Donau-Ries,Schwaben,2020-05-11T10:00:00+02:00,339,23
Ebersberg,Oberbayern,2020-05-11T10:00:00+02:00,469,5
Eichstätt,Oberbayern,2020-05-11T10:00:00+02:00,281,16
Erding,Oberbayern,2020-05-11T10:00:00+02:00,606,10
Erlangen Stadt,Mittelfranken,2020-05-11T10:00:00+02:00,251,9
Erlangen-Höchstadt,Mittelfranken,2020-05-11T10:00:00+02:00,205,6
Forchheim,Oberfranken,2020-05-11T10:00:00+02:00,202,4
Freising,Oberbayern,2020-05-11T10:00:00+02:00,951,37
Freyung-Grafenau,Niederbayern,2020-05-11T10:00:00+02:00,186,11
Fürstenfeldbruck,Oberbayern,2020-05-11T10:00:00+02:00,854,33
Fürth,Mittelfranken,2020-05-11T10:00:00+02:00,481,56
Fürth Stadt,Mittelfranken,2020-05-11T10:00:00+02:00,371,33
Garmisch-Partenkirchen,Oberbayern,2020-05-11T10:00:00+02:00,279,15
Günzburg,Schwaben,2020-05-11T10:00:00+02:00,232,3
Haßberge,Unterfranken,2020-05-11T10:00:00+02:00,155,5
Hof,Oberfranken,2020-05-11T10:00:00+02:00,419,28
Hof Stadt,Oberfranken,2020-05-11T10:00:00+02:00,103,4
Ingolstadt Stadt,Oberbayern,2020-05-11T10:00:00+02:00,424,32
Kaufbeuren Stadt,Schwaben,2020-05-11T10:00:00+02:00,106,4
Kelheim,Niederbayern,2020-05-11T10:00:00+02:00,434,33
Kempten Stadt,Schwaben,2020-05-11T10:00:00+02:00,102,10
Kitzingen,Unterfranken,2020-05-11T10:00:00+02:00,191,3
Kronach,Oberfranken,2020-05-11T10:00:00+02:00,150,3
Kulmbach,Oberfranken,2020-05-11T10:00:00+02:00,237,11
Landsberg am Lech,Oberbayern,2020-05-11T10:00:00+02:00,350,10
Landshut,Niederbayern,2020-05-11T10:00:00+02:00,661,28
Landshut Stadt,Niederbayern,2020-05-11T10:00:00+02:00,271,10
Lichtenfels,Oberfranken,2020-05-11T10:00:00+02:00,215,2
Lindau (Bodensee),Schwaben,2020-05-11T10:00:00+02:00,240,8
Main-Spessart,Unterfranken,2020-05-11T10:00:00+02:00,147,6
Memmingen Stadt,Schwaben,2020-05-11T10:00:00+02:00,51,0
Miesbach,Oberbayern,2020-05-11T10:00:00+02:00,545,8
Miltenberg,Unterfranken,2020-05-11T10:00:00+02:00,282,5
Mühldorf am Inn,Oberbayern,2020-05-11T10:00:00+02:00,496,26
München,Oberbayern,2020-05-11T10:00:00+02:00,1351,49
München Stadt,Oberbayern,2020-05-11T10:00:00+02:00,6143,177
Neu-Ulm,Schwaben,2020-05-11T10:00:00+02:00,415,19
Neuburg-Schrobenhausen,Oberbayern,2020-05-11T10:00:00+02:00,307,13
Neumarkt in der Oberpfalz,Oberpfalz,2020-05-11T10:00:00+02:00,358,15
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-05-11T10:00:00+02:00,216,7
Neustadt an der Waldnaab,Oberpfalz,2020-05-11T10:00:00+02:00,789,62
Nürnberg Stadt,Mittelfranken,2020-05-11T10:00:00+02:00,1008,35
Nürnberger Land,Mittelfranken,2020-05-11T10:00:00+02:00,616,42
