Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-01-11T08:00:00+01:00,509609,6119
Niederbayern,2022-01-11T08:00:00+01:00,160583,2520
Oberpfalz,2022-01-11T08:00:00+01:00,115565,1858
Oberfranken,2022-01-11T08:00:00+01:00,103715,2040
Mittelfranken,2022-01-11T08:00:00+01:00,178413,3035
Unterfranken,2022-01-11T08:00:00+01:00,110496,1832
Schwaben,2022-01-11T08:00:00+01:00,207902,2602
