Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-04-17T10:00:00+02:00,16494,388
Niederbayern,2020-04-17T10:00:00+02:00,3613,157
Oberpfalz,2020-04-17T10:00:00+02:00,4040,174
Oberfranken,2020-04-17T10:00:00+02:00,2777,100
Mittelfranken,2020-04-17T10:00:00+02:00,3575,132
Unterfranken,2020-04-17T10:00:00+02:00,2741,110
Schwaben,2020-04-17T10:00:00+02:00,3280,103
