Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-09-25T08:00:00+02:00,30631,1033
Niederbayern,2020-09-25T08:00:00+02:00,6847,302
Oberpfalz,2020-09-25T08:00:00+02:00,6366,374
Oberfranken,2020-09-25T08:00:00+02:00,4667,245
Mittelfranken,2020-09-25T08:00:00+02:00,6798,292
Unterfranken,2020-09-25T08:00:00+02:00,4854,191
Schwaben,2020-09-25T08:00:00+02:00,6472,218
