Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-10-08T08:00:00+02:00,32742,1043
Niederbayern,2020-10-08T08:00:00+02:00,7149,307
Oberpfalz,2020-10-08T08:00:00+02:00,6731,374
Oberfranken,2020-10-08T08:00:00+02:00,4886,247
Mittelfranken,2020-10-08T08:00:00+02:00,7255,292
Unterfranken,2020-10-08T08:00:00+02:00,5275,192
Schwaben,2020-10-08T08:00:00+02:00,7097,224
