Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-01-03T08:00:00+01:00,128538,2254
Niederbayern,2021-01-03T08:00:00+01:00,36809,846
Oberpfalz,2021-01-03T08:00:00+01:00,26879,695
Oberfranken,2021-01-03T08:00:00+01:00,23955,611
Mittelfranken,2021-01-03T08:00:00+01:00,45219,904
Unterfranken,2021-01-03T08:00:00+01:00,26269,695
Schwaben,2021-01-03T08:00:00+01:00,45391,882
