Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-07-01T08:00:00+02:00,5180,101
Altötting,Oberbayern,2021-07-01T08:00:00+02:00,6045,210
Amberg Stadt,Oberpfalz,2021-07-01T08:00:00+02:00,1747,24
Amberg-Sulzbach,Oberpfalz,2021-07-01T08:00:00+02:00,4832,160
Ansbach,Mittelfranken,2021-07-01T08:00:00+02:00,8404,198
Ansbach Stadt,Mittelfranken,2021-07-01T08:00:00+02:00,1871,45
Aschaffenburg,Unterfranken,2021-07-01T08:00:00+02:00,8014,212
Aschaffenburg Stadt,Unterfranken,2021-07-01T08:00:00+02:00,3486,115
Augsburg,Schwaben,2021-07-01T08:00:00+02:00,11439,227
Augsburg Stadt,Schwaben,2021-07-01T08:00:00+02:00,17968,404
Bad Kissingen,Unterfranken,2021-07-01T08:00:00+02:00,3640,104
Bad Tölz-Wolfratshausen,Oberbayern,2021-07-01T08:00:00+02:00,5070,78
Bamberg,Oberfranken,2021-07-01T08:00:00+02:00,5612,145
Bamberg Stadt,Oberfranken,2021-07-01T08:00:00+02:00,3101,107
Bayreuth,Oberfranken,2021-07-01T08:00:00+02:00,4931,163
Bayreuth Stadt,Oberfranken,2021-07-01T08:00:00+02:00,3468,109
Berchtesgadener Land,Oberbayern,2021-07-01T08:00:00+02:00,6012,102
Cham,Oberpfalz,2021-07-01T08:00:00+02:00,7133,182
Coburg,Oberfranken,2021-07-01T08:00:00+02:00,4889,161
Coburg Stadt,Oberfranken,2021-07-01T08:00:00+02:00,2403,92
Dachau,Oberbayern,2021-07-01T08:00:00+02:00,8240,143
Deggendorf,Niederbayern,2021-07-01T08:00:00+02:00,6988,160
Dillingen an der Donau,Schwaben,2021-07-01T08:00:00+02:00,3774,115
Dingolfing-Landau,Niederbayern,2021-07-01T08:00:00+02:00,5813,98
Donau-Ries,Schwaben,2021-07-01T08:00:00+02:00,5991,165
Ebersberg,Oberbayern,2021-07-01T08:00:00+02:00,6364,180
Eichstätt,Oberbayern,2021-07-01T08:00:00+02:00,5068,85
Erding,Oberbayern,2021-07-01T08:00:00+02:00,6970,118
Erlangen Stadt,Mittelfranken,2021-07-01T08:00:00+02:00,3998,95
Erlangen-Höchstadt,Mittelfranken,2021-07-01T08:00:00+02:00,5413,130
Forchheim,Oberfranken,2021-07-01T08:00:00+02:00,4787,113
