Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-09-05T08:00:00+02:00,27066,1030
Niederbayern,2020-09-05T08:00:00+02:00,6226,300
Oberpfalz,2020-09-05T08:00:00+02:00,5926,373
Oberfranken,2020-09-05T08:00:00+02:00,4315,243
Mittelfranken,2020-09-05T08:00:00+02:00,5941,291
Unterfranken,2020-09-05T08:00:00+02:00,4117,191
Schwaben,2020-09-05T08:00:00+02:00,5408,212
