Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2022-04-07T08:00:00+02:00,43093,159
Altötting,Oberbayern,2022-04-07T08:00:00+02:00,40024,321
Amberg Stadt,Oberpfalz,2022-04-07T08:00:00+02:00,11954,55
Amberg-Sulzbach,Oberpfalz,2022-04-07T08:00:00+02:00,29547,211
Ansbach,Mittelfranken,2022-04-07T08:00:00+02:00,58657,257
Ansbach Stadt,Mittelfranken,2022-04-07T08:00:00+02:00,13048,62
Aschaffenburg,Unterfranken,2022-04-07T08:00:00+02:00,47769,276
Aschaffenburg Stadt,Unterfranken,2022-04-07T08:00:00+02:00,20542,155
Augsburg,Schwaben,2022-04-07T08:00:00+02:00,79905,390
Augsburg Stadt,Schwaben,2022-04-07T08:00:00+02:00,95811,632
Bad Kissingen,Unterfranken,2022-04-07T08:00:00+02:00,31692,185
Bad Tölz-Wolfratshausen,Oberbayern,2022-04-07T08:00:00+02:00,42259,175
Bamberg,Oberfranken,2022-04-07T08:00:00+02:00,49878,232
Bamberg Stadt,Oberfranken,2022-04-07T08:00:00+02:00,20793,140
Bayreuth,Oberfranken,2022-04-07T08:00:00+02:00,30197,212
Bayreuth Stadt,Oberfranken,2022-04-07T08:00:00+02:00,21782,158
Berchtesgadener Land,Oberbayern,2022-04-07T08:00:00+02:00,39273,183
Cham,Oberpfalz,2022-04-07T08:00:00+02:00,44087,265
Coburg,Oberfranken,2022-04-07T08:00:00+02:00,26906,203
Coburg Stadt,Oberfranken,2022-04-07T08:00:00+02:00,12888,114
Dachau,Oberbayern,2022-04-07T08:00:00+02:00,52357,228
Deggendorf,Niederbayern,2022-04-07T08:00:00+02:00,42852,274
Dillingen an der Donau,Schwaben,2022-04-07T08:00:00+02:00,32577,201
Dingolfing-Landau,Niederbayern,2022-04-07T08:00:00+02:00,35523,209
Donau-Ries,Schwaben,2022-04-07T08:00:00+02:00,45597,239
Ebersberg,Oberbayern,2022-04-07T08:00:00+02:00,45567,268
Eichstätt,Oberbayern,2022-04-07T08:00:00+02:00,43478,138
Erding,Oberbayern,2022-04-07T08:00:00+02:00,49304,178
Erlangen Stadt,Mittelfranken,2022-04-07T08:00:00+02:00,27411,129
Erlangen-Höchstadt,Mittelfranken,2022-04-07T08:00:00+02:00,40582,176
Forchheim,Oberfranken,2022-04-07T08:00:00+02:00,36662,175
Freising,Oberbayern,2022-04-07T08:00:00+02:00,56251,211
Freyung-Grafenau,Niederbayern,2022-04-07T08:00:00+02:00,30204,212
Fürstenfeldbruck,Oberbayern,2022-04-07T08:00:00+02:00,65110,223
Fürth,Mittelfranken,2022-04-07T08:00:00+02:00,34964,269
Fürth Stadt,Mittelfranken,2022-04-07T08:00:00+02:00,40467,302
Garmisch-Partenkirchen,Oberbayern,2022-04-07T08:00:00+02:00,26992,142
Günzburg,Schwaben,2022-04-07T08:00:00+02:00,43036,187
Haßberge,Unterfranken,2022-04-07T08:00:00+02:00,29593,142
Hof,Oberfranken,2022-04-07T08:00:00+02:00,29180,241
Hof Stadt,Oberfranken,2022-04-07T08:00:00+02:00,15358,159
Ingolstadt Stadt,Oberbayern,2022-04-07T08:00:00+02:00,45346,233
Kaufbeuren Stadt,Schwaben,2022-04-07T08:00:00+02:00,14065,102
Kelheim,Niederbayern,2022-04-07T08:00:00+02:00,41421,157
Kempten Stadt,Schwaben,2022-04-07T08:00:00+02:00,22790,85
Kitzingen,Unterfranken,2022-04-07T08:00:00+02:00,28015,126
Kronach,Oberfranken,2022-04-07T08:00:00+02:00,22646,160
Kulmbach,Oberfranken,2022-04-07T08:00:00+02:00,21514,152
Landsberg am Lech,Oberbayern,2022-04-07T08:00:00+02:00,36544,122
Landshut,Niederbayern,2022-04-07T08:00:00+02:00,54553,288
Landshut Stadt,Niederbayern,2022-04-07T08:00:00+02:00,23022,167
Lichtenfels,Oberfranken,2022-04-07T08:00:00+02:00,22763,157
Lindau (Bodensee),Schwaben,2022-04-07T08:00:00+02:00,25814,93
Main-Spessart,Unterfranken,2022-04-07T08:00:00+02:00,33243,240
Memmingen Stadt,Schwaben,2022-04-07T08:00:00+02:00,14628,37
Miesbach,Oberbayern,2022-04-07T08:00:00+02:00,32027,171
Miltenberg,Unterfranken,2022-04-07T08:00:00+02:00,40391,206
Mühldorf am Inn,Oberbayern,2022-04-07T08:00:00+02:00,45826,296
München,Oberbayern,2022-04-07T08:00:00+02:00,100773,362
München Stadt,Oberbayern,2022-04-07T08:00:00+02:00,458174,1937
Neu-Ulm,Schwaben,2022-04-07T08:00:00+02:00,53806,234
Neuburg-Schrobenhausen,Oberbayern,2022-04-07T08:00:00+02:00,34125,119
Neumarkt in der Oberpfalz,Oberpfalz,2022-04-07T08:00:00+02:00,39003,235
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2022-04-07T08:00:00+02:00,28873,146
Neustadt an der Waldnaab,Oberpfalz,2022-04-07T08:00:00+02:00,32646,221
Nürnberg Stadt,Mittelfranken,2022-04-07T08:00:00+02:00,166872,1203
Nürnberger Land,Mittelfranken,2022-04-07T08:00:00+02:00,48678,272
Oberallgäu,Schwaben,2022-04-07T08:00:00+02:00,49769,164
Ostallgäu,Schwaben,2022-04-07T08:00:00+02:00,48034,243
Passau,Niederbayern,2022-04-07T08:00:00+02:00,70360,545
Passau Stadt,Niederbayern,2022-04-07T08:00:00+02:00,16948,144
Pfaffenhofen an der Ilm,Oberbayern,2022-04-07T08:00:00+02:00,42481,234
Regen,Niederbayern,2022-04-07T08:00:00+02:00,30594,249
Regensburg,Oberpfalz,2022-04-07T08:00:00+02:00,66186,250
Regensburg Stadt,Oberpfalz,2022-04-07T08:00:00+02:00,48672,151
Rhön-Grabfeld,Unterfranken,2022-04-07T08:00:00+02:00,26560,135
Rosenheim,Oberbayern,2022-04-07T08:00:00+02:00,92499,699
Rosenheim Stadt,Oberbayern,2022-04-07T08:00:00+02:00,22615,124
Roth,Mittelfranken,2022-04-07T08:00:00+02:00,39658,223
Rottal-Inn,Niederbayern,2022-04-07T08:00:00+02:00,45531,336
Schwabach Stadt,Mittelfranken,2022-04-07T08:00:00+02:00,12526,131
Schwandorf,Oberpfalz,2022-04-07T08:00:00+02:00,50080,271
Schweinfurt,Unterfranken,2022-04-07T08:00:00+02:00,38597,205
Schweinfurt Stadt,Unterfranken,2022-04-07T08:00:00+02:00,18889,133
Starnberg,Oberbayern,2022-04-07T08:00:00+02:00,37844,163
Straubing Stadt,Niederbayern,2022-04-07T08:00:00+02:00,15112,125
Straubing-Bogen,Niederbayern,2022-04-07T08:00:00+02:00,38020,187
Tirschenreuth,Oberpfalz,2022-04-07T08:00:00+02:00,24151,298
Traunstein,Oberbayern,2022-04-07T08:00:00+02:00,69141,336
Unterallgäu,Schwaben,2022-04-07T08:00:00+02:00,51031,249
Weiden in der Oberpfalz Stadt,Oberpfalz,2022-04-07T08:00:00+02:00,13796,112
Weilheim-Schongau,Oberbayern,2022-04-07T08:00:00+02:00,42410,177
Weißenburg-Gunzenhausen,Mittelfranken,2022-04-07T08:00:00+02:00,30049,160
Wunsiedel im Fichtelgebirge,Oberfranken,2022-04-07T08:00:00+02:00,22781,245
Würzburg,Unterfranken,2022-04-07T08:00:00+02:00,47219,129
Würzburg Stadt,Unterfranken,2022-04-07T08:00:00+02:00,41384,187
