Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-03-31T08:00:00+02:00,178159,3947
Niederbayern,2021-03-31T08:00:00+02:00,56078,1621
Oberpfalz,2021-03-31T08:00:00+02:00,45022,1246
Oberfranken,2021-03-31T08:00:00+02:00,43166,1433
Mittelfranken,2021-03-31T08:00:00+02:00,69339,2237
Unterfranken,2021-03-31T08:00:00+02:00,39926,1240
Schwaben,2021-03-31T08:00:00+02:00,64975,1515
