Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-07-27T09:00:00+02:00,400,20
Altötting,Oberbayern,2020-07-27T09:00:00+02:00,623,53
Amberg Stadt,Oberpfalz,2020-07-27T09:00:00+02:00,95,4
Amberg-Sulzbach,Oberpfalz,2020-07-27T09:00:00+02:00,496,54
Ansbach,Mittelfranken,2020-07-27T09:00:00+02:00,608,28
Ansbach Stadt,Mittelfranken,2020-07-27T09:00:00+02:00,155,8
Aschaffenburg,Unterfranken,2020-07-27T09:00:00+02:00,573,42
Aschaffenburg Stadt,Unterfranken,2020-07-27T09:00:00+02:00,131,1
Augsburg,Schwaben,2020-07-27T09:00:00+02:00,417,10
Augsburg Stadt,Schwaben,2020-07-27T09:00:00+02:00,554,16
Bad Kissingen,Unterfranken,2020-07-27T09:00:00+02:00,263,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-07-27T09:00:00+02:00,514,10
Bamberg,Oberfranken,2020-07-27T09:00:00+02:00,435,36
Bamberg Stadt,Oberfranken,2020-07-27T09:00:00+02:00,205,22
Bayreuth,Oberfranken,2020-07-27T09:00:00+02:00,430,28
Bayreuth Stadt,Oberfranken,2020-07-27T09:00:00+02:00,210,11
Berchtesgadener Land,Oberbayern,2020-07-27T09:00:00+02:00,347,25
Cham,Oberpfalz,2020-07-27T09:00:00+02:00,431,21
Coburg,Oberfranken,2020-07-27T09:00:00+02:00,402,29
Coburg Stadt,Oberfranken,2020-07-27T09:00:00+02:00,119,3
Dachau,Oberbayern,2020-07-27T09:00:00+02:00,958,30
Deggendorf,Niederbayern,2020-07-27T09:00:00+02:00,340,15
Dillingen an der Donau,Schwaben,2020-07-27T09:00:00+02:00,273,29
Dingolfing-Landau,Niederbayern,2020-07-27T09:00:00+02:00,460,10
Donau-Ries,Schwaben,2020-07-27T09:00:00+02:00,371,23
Ebersberg,Oberbayern,2020-07-27T09:00:00+02:00,531,5
Eichstätt,Oberbayern,2020-07-27T09:00:00+02:00,314,20
Erding,Oberbayern,2020-07-27T09:00:00+02:00,689,11
Erlangen Stadt,Mittelfranken,2020-07-27T09:00:00+02:00,264,11
Erlangen-Höchstadt,Mittelfranken,2020-07-27T09:00:00+02:00,265,11
Forchheim,Oberfranken,2020-07-27T09:00:00+02:00,208,4
Freising,Oberbayern,2020-07-27T09:00:00+02:00,1007,46
Freyung-Grafenau,Niederbayern,2020-07-27T09:00:00+02:00,196,12
Fürstenfeldbruck,Oberbayern,2020-07-27T09:00:00+02:00,961,36
Fürth,Mittelfranken,2020-07-27T09:00:00+02:00,503,58
Fürth Stadt,Mittelfranken,2020-07-27T09:00:00+02:00,437,38
Garmisch-Partenkirchen,Oberbayern,2020-07-27T09:00:00+02:00,299,18
Günzburg,Schwaben,2020-07-27T09:00:00+02:00,246,4
