Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-11-11T08:00:00+01:00,327028,4914
Niederbayern,2021-11-11T08:00:00+01:00,103699,1965
Oberpfalz,2021-11-11T08:00:00+01:00,77047,1623
Oberfranken,2021-11-11T08:00:00+01:00,69064,1719
Mittelfranken,2021-11-11T08:00:00+01:00,119456,2665
Unterfranken,2021-11-11T08:00:00+01:00,71408,1553
Schwaben,2021-11-11T08:00:00+01:00,131082,1998
