Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-02-08T08:00:00+01:00,154647,3427
Niederbayern,2021-02-08T08:00:00+01:00,46710,1403
Oberpfalz,2021-02-08T08:00:00+01:00,33311,1009
Oberfranken,2021-02-08T08:00:00+01:00,33222,1160
Mittelfranken,2021-02-08T08:00:00+01:00,57505,1723
Unterfranken,2021-02-08T08:00:00+01:00,33635,1095
Schwaben,2021-02-08T08:00:00+01:00,54813,1321
