Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-06-27T09:00:00+02:00,21770,1002
Niederbayern,2020-06-27T09:00:00+02:00,4798,294
Oberpfalz,2020-06-27T09:00:00+02:00,5409,370
Oberfranken,2020-06-27T09:00:00+02:00,3896,237
Mittelfranken,2020-06-27T09:00:00+02:00,4869,287
Unterfranken,2020-06-27T09:00:00+02:00,3521,189
Schwaben,2020-06-27T09:00:00+02:00,3986,209
