Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-10-09T08:00:00+02:00,530,20
Altötting,Oberbayern,2020-10-09T08:00:00+02:00,757,57
Amberg Stadt,Oberpfalz,2020-10-09T08:00:00+02:00,147,4
Amberg-Sulzbach,Oberpfalz,2020-10-09T08:00:00+02:00,558,54
Ansbach,Mittelfranken,2020-10-09T08:00:00+02:00,722,28
Ansbach Stadt,Mittelfranken,2020-10-09T08:00:00+02:00,199,8
Aschaffenburg,Unterfranken,2020-10-09T08:00:00+02:00,735,42
Aschaffenburg Stadt,Unterfranken,2020-10-09T08:00:00+02:00,202,1
Augsburg,Schwaben,2020-10-09T08:00:00+02:00,815,11
Augsburg Stadt,Schwaben,2020-10-09T08:00:00+02:00,1151,16
Bad Kissingen,Unterfranken,2020-10-09T08:00:00+02:00,296,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-10-09T08:00:00+02:00,659,10
Bamberg,Oberfranken,2020-10-09T08:00:00+02:00,539,38
Bamberg Stadt,Oberfranken,2020-10-09T08:00:00+02:00,276,22
Bayreuth,Oberfranken,2020-10-09T08:00:00+02:00,462,28
Bayreuth Stadt,Oberfranken,2020-10-09T08:00:00+02:00,288,11
Berchtesgadener Land,Oberbayern,2020-10-09T08:00:00+02:00,469,25
Cham,Oberpfalz,2020-10-09T08:00:00+02:00,547,21
Coburg,Oberfranken,2020-10-09T08:00:00+02:00,452,30
Coburg Stadt,Oberfranken,2020-10-09T08:00:00+02:00,149,4
Dachau,Oberbayern,2020-10-09T08:00:00+02:00,1288,35
Deggendorf,Niederbayern,2020-10-09T08:00:00+02:00,501,19
Dillingen an der Donau,Schwaben,2020-10-09T08:00:00+02:00,388,29
Dingolfing-Landau,Niederbayern,2020-10-09T08:00:00+02:00,1009,10
Donau-Ries,Schwaben,2020-10-09T08:00:00+02:00,520,26
Ebersberg,Oberbayern,2020-10-09T08:00:00+02:00,821,6
Eichstätt,Oberbayern,2020-10-09T08:00:00+02:00,437,20
Erding,Oberbayern,2020-10-09T08:00:00+02:00,883,11
Erlangen Stadt,Mittelfranken,2020-10-09T08:00:00+02:00,411,12
Erlangen-Höchstadt,Mittelfranken,2020-10-09T08:00:00+02:00,411,11
Forchheim,Oberfranken,2020-10-09T08:00:00+02:00,310,4
Freising,Oberbayern,2020-10-09T08:00:00+02:00,1369,47
Freyung-Grafenau,Niederbayern,2020-10-09T08:00:00+02:00,257,12
Fürstenfeldbruck,Oberbayern,2020-10-09T08:00:00+02:00,1441,36
Fürth,Mittelfranken,2020-10-09T08:00:00+02:00,616,58
Fürth Stadt,Mittelfranken,2020-10-09T08:00:00+02:00,632,38
Garmisch-Partenkirchen,Oberbayern,2020-10-09T08:00:00+02:00,439,20
Günzburg,Schwaben,2020-10-09T08:00:00+02:00,448,4
Haßberge,Unterfranken,2020-10-09T08:00:00+02:00,245,6
Hof,Oberfranken,2020-10-09T08:00:00+02:00,554,32
Hof Stadt,Oberfranken,2020-10-09T08:00:00+02:00,192,5
Ingolstadt Stadt,Oberbayern,2020-10-09T08:00:00+02:00,847,39
Kaufbeuren Stadt,Schwaben,2020-10-09T08:00:00+02:00,209,9
Kelheim,Niederbayern,2020-10-09T08:00:00+02:00,685,35
Kempten Stadt,Schwaben,2020-10-09T08:00:00+02:00,195,10
