Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-03-30T08:00:00+02:00,177293,3935
Niederbayern,2021-03-30T08:00:00+02:00,55734,1616
Oberpfalz,2021-03-30T08:00:00+02:00,44689,1237
Oberfranken,2021-03-30T08:00:00+02:00,42845,1433
Mittelfranken,2021-03-30T08:00:00+02:00,69042,2224
Unterfranken,2021-03-30T08:00:00+02:00,39677,1235
Schwaben,2021-03-30T08:00:00+02:00,64408,1514
