Area,Date,Confirmed
Mittelfranken,2020-03-19T11:00:00+01:00,148
Niederbayern,2020-03-19T11:00:00+01:00,228
Oberbayern,2020-03-19T11:00:00+01:00,1030
Oberfranken,2020-03-19T11:00:00+01:00,115
Oberpfalz,2020-03-19T11:00:00+01:00,229
Schwaben,2020-03-19T11:00:00+01:00,302
Unterfranken,2020-03-19T11:00:00+01:00,230
