Area,Date,Confirmed,Deaths
Oberbayern,2020-03-28T10:00:00+01:00,5840,25
Niederbayern,2020-03-28T10:00:00+01:00,1106,5
Oberpfalz,2020-03-28T10:00:00+01:00,1150,17
Oberfranken,2020-03-28T10:00:00+01:00,864,6
Mittelfranken,2020-03-28T10:00:00+01:00,908,7
Unterfranken,2020-03-28T10:00:00+01:00,905,14
Schwaben,2020-03-28T10:00:00+01:00,1089,11
