Area,Date,Confirmed,Deaths
Oberbayern,2020-03-29T10:00:00+02:00,6565,28
Niederbayern,2020-03-29T10:00:00+02:00,1240,8
Oberpfalz,2020-03-29T10:00:00+02:00,1283,25
Oberfranken,2020-03-29T10:00:00+02:00,930,7
Mittelfranken,2020-03-29T10:00:00+02:00,1004,9
Unterfranken,2020-03-29T10:00:00+02:00,1008,17
Schwaben,2020-03-29T10:00:00+02:00,1233,16
