Area,Date,Confirmed
Aichach-Friedberg,2020-03-25T10:00:00+01:00,56
Altötting,2020-03-25T10:00:00+01:00,53
Amberg Stadt,2020-03-25T10:00:00+01:00,7
Amberg-Sulzbach,2020-03-25T10:00:00+01:00,36
Ansbach,2020-03-25T10:00:00+01:00,55
Ansbach Stadt,2020-03-25T10:00:00+01:00,6
Aschaffenburg,2020-03-25T10:00:00+01:00,65
Aschaffenburg Stadt,2020-03-25T10:00:00+01:00,31
Augsburg,2020-03-25T10:00:00+01:00,95
Augsburg Stadt,2020-03-25T10:00:00+01:00,72
Bad Kissingen,2020-03-25T10:00:00+01:00,25
Bad Tölz,2020-03-25T10:00:00+01:00,75
Bamberg,2020-03-25T10:00:00+01:00,77
Bamberg Stadt,2020-03-25T10:00:00+01:00,28
Bayreuth,2020-03-25T10:00:00+01:00,43
Bayreuth Stadt,2020-03-25T10:00:00+01:00,19
Berchtesgadener Land,2020-03-25T10:00:00+01:00,43
Cham,2020-03-25T10:00:00+01:00,80
Coburg,2020-03-25T10:00:00+01:00,28
Coburg Stadt,2020-03-25T10:00:00+01:00,10
Dachau,2020-03-25T10:00:00+01:00,95
Deggendorf,2020-03-25T10:00:00+01:00,65
Dillingen a.d. Donau,2020-03-25T10:00:00+01:00,17
Dingolfing-Landau,2020-03-25T10:00:00+01:00,45
Donau-Ries,2020-03-25T10:00:00+01:00,38
Ebersberg,2020-03-25T10:00:00+01:00,88
Eichstätt,2020-03-25T10:00:00+01:00,35
Erding,2020-03-25T10:00:00+01:00,138
Erlangen Stadt,2020-03-25T10:00:00+01:00,26
Erlangen-Höchstadt,2020-03-25T10:00:00+01:00,31
Forchheim,2020-03-25T10:00:00+01:00,32
Freising,2020-03-25T10:00:00+01:00,288
Freyung-Grafenau,2020-03-25T10:00:00+01:00,30
Fürstenfeldbruck,2020-03-25T10:00:00+01:00,110
Fürth,2020-03-25T10:00:00+01:00,28
Fürth Stadt,2020-03-25T10:00:00+01:00,29
Garmisch-Partenkirchen,2020-03-25T10:00:00+01:00,58
Günzburg,2020-03-25T10:00:00+01:00,25
Haßberge,2020-03-25T10:00:00+01:00,25
Hof,2020-03-25T10:00:00+01:00,56
Hof Stadt,2020-03-25T10:00:00+01:00,15
Ingolstadt Stadt,2020-03-25T10:00:00+01:00,15
Kaufbeuren Stadt,2020-03-25T10:00:00+01:00,11
Kelheim,2020-03-25T10:00:00+01:00,60
Kitzingen,2020-03-25T10:00:00+01:00,14
Kronach,2020-03-25T10:00:00+01:00,25
Kulmbach,2020-03-25T10:00:00+01:00,36
Landsberg am Lech,2020-03-25T10:00:00+01:00,55
Landshut,2020-03-25T10:00:00+01:00,135
Landshut Stadt,2020-03-25T10:00:00+01:00,42
Lichtenfels,2020-03-25T10:00:00+01:00,27
Lindau (Bodensee),2020-03-25T10:00:00+01:00,67
Main-Spessart,2020-03-25T10:00:00+01:00,28
Memmingen Stadt,2020-03-25T10:00:00+01:00,20
Miesbach,2020-03-25T10:00:00+01:00,171
Miltenberg,2020-03-25T10:00:00+01:00,54
Mühldorf a.Inn,2020-03-25T10:00:00+01:00,57
München,2020-03-25T10:00:00+01:00,338
München Stadt,2020-03-25T10:00:00+01:00,1317
Neu-Ulm,2020-03-25T10:00:00+01:00,75
Neuburg-Schrobenhausen,2020-03-25T10:00:00+01:00,40
Neumarkt i.d.Opf.,2020-03-25T10:00:00+01:00,43
Neustadt a.d. Aisch-Bad Windsheim,2020-03-25T10:00:00+01:00,25
Neustadt a.d. Waldnaab,2020-03-25T10:00:00+01:00,57
Nürnberg Stadt,2020-03-25T10:00:00+01:00,134
Nürnberger Land,2020-03-25T10:00:00+01:00,82
Oberallgäu,2020-03-25T10:00:00+01:00,80
Ostallgäu,2020-03-25T10:00:00+01:00,78
Passau,2020-03-25T10:00:00+01:00,43
Passau Stadt,2020-03-25T10:00:00+01:00,18
Pfaffenhofen a.d.Ilm,2020-03-25T10:00:00+01:00,40
Regen,2020-03-25T10:00:00+01:00,34
Regensburg,2020-03-25T10:00:00+01:00,94
Regensburg Stadt,2020-03-25T10:00:00+01:00,105
Rhön-Grabfeld,2020-03-25T10:00:00+01:00,22
Rosenheim,2020-03-25T10:00:00+01:00,271
Rosenheim Stadt,2020-03-25T10:00:00+01:00,53
Roth,2020-03-25T10:00:00+01:00,27
Rottal-Inn,2020-03-25T10:00:00+01:00,93
Schwabach Stadt,2020-03-25T10:00:00+01:00,12
Schwandorf,2020-03-25T10:00:00+01:00,53
Schweinfurt,2020-03-25T10:00:00+01:00,55
Schweinfurt Stadt,2020-03-25T10:00:00+01:00,11
Starnberg,2020-03-25T10:00:00+01:00,110
Straubing Stadt,2020-03-25T10:00:00+01:00,42
Straubing-Bogen,2020-03-25T10:00:00+01:00,50
Tirschenreuth,2020-03-25T10:00:00+01:00,209
Traunstein,2020-03-25T10:00:00+01:00,87
Unterallgäu,2020-03-25T10:00:00+01:00,60
Weiden Stadt,2020-03-25T10:00:00+01:00,31
Weilheim-Schongau,2020-03-25T10:00:00+01:00,115
Weißenburg-Gunzenhausen,2020-03-25T10:00:00+01:00,35
Wunsiedel i.Fichtelgebirge,2020-03-25T10:00:00+01:00,72
Würzburg,2020-03-25T10:00:00+01:00,166
Würzburg Stadt,2020-03-25T10:00:00+01:00,117
