Area,Date,Confirmed
Aichach-Friedberg,2020-03-22T10:00:00+01:00,21
Altötting,2020-03-22T10:00:00+01:00,27
Amberg Stadt,2020-03-22T10:00:00+01:00,2
Amberg-Sulzbach,2020-03-22T10:00:00+01:00,18
Ansbach,2020-03-22T10:00:00+01:00,38
Ansbach Stadt,2020-03-22T10:00:00+01:00,3
Aschaffenburg,2020-03-22T10:00:00+01:00,49
Aschaffenburg Stadt,2020-03-22T10:00:00+01:00,26
Augsburg,2020-03-22T10:00:00+01:00,54
Augsburg Stadt,2020-03-22T10:00:00+01:00,46
Bad Kissingen,2020-03-22T10:00:00+01:00,14
Bad Tölz,2020-03-22T10:00:00+01:00,49
Bamberg,2020-03-22T10:00:00+01:00,40
Bamberg Stadt,2020-03-22T10:00:00+01:00,22
Bayreuth,2020-03-22T10:00:00+01:00,26
Bayreuth Stadt,2020-03-22T10:00:00+01:00,7
Berchtesgadener Land,2020-03-22T10:00:00+01:00,8
Cham,2020-03-22T10:00:00+01:00,68
Coburg,2020-03-22T10:00:00+01:00,27
Dachau,2020-03-22T10:00:00+01:00,45
Deggendorf,2020-03-22T10:00:00+01:00,52
Dillingen a.d. Donau,2020-03-22T10:00:00+01:00,8
Dingolfing-Landau,2020-03-22T10:00:00+01:00,35
Donau-Ries,2020-03-22T10:00:00+01:00,10
Ebersberg,2020-03-22T10:00:00+01:00,52
Eichstätt,2020-03-22T10:00:00+01:00,24
Erding,2020-03-22T10:00:00+01:00,67
Erlangen Stadt,2020-03-22T10:00:00+01:00,19
Erlangen-Höchstadt,2020-03-22T10:00:00+01:00,25
Forchheim,2020-03-22T10:00:00+01:00,19
Freising,2020-03-22T10:00:00+01:00,218
Freyung-Grafenau,2020-03-22T10:00:00+01:00,10
Fürstenfeldbruck,2020-03-22T10:00:00+01:00,51
Fürth,2020-03-22T10:00:00+01:00,18
Fürth Stadt,2020-03-22T10:00:00+01:00,22
Garmisch-Partenkirchen,2020-03-22T10:00:00+01:00,37
Günzburg,2020-03-22T10:00:00+01:00,25
Haßberge,2020-03-22T10:00:00+01:00,17
Hof,2020-03-22T10:00:00+01:00,33
Hof Stadt,2020-03-22T10:00:00+01:00,11
Ingolstadt Stadt,2020-03-22T10:00:00+01:00,5
Kaufbeuren Stadt,2020-03-22T10:00:00+01:00,6
Kelheim,2020-03-22T10:00:00+01:00,40
Kitzingen,2020-03-22T10:00:00+01:00,13
Kronach,2020-03-22T10:00:00+01:00,13
Kulmbach,2020-03-22T10:00:00+01:00,21
Landsberg am Lech,2020-03-22T10:00:00+01:00,44
Landshut,2020-03-22T10:00:00+01:00,93
Landshut Stadt,2020-03-22T10:00:00+01:00,32
Lichtenfels,2020-03-22T10:00:00+01:00,20
Lindau (Bodensee),2020-03-22T10:00:00+01:00,49
Main-Spessart,2020-03-22T10:00:00+01:00,14
Memmingen Stadt,2020-03-22T10:00:00+01:00,15
Miesbach,2020-03-22T10:00:00+01:00,108
Miltenberg,2020-03-22T10:00:00+01:00,37
Mühldorf a.Inn,2020-03-22T10:00:00+01:00,33
München,2020-03-22T10:00:00+01:00,246
München Stadt,2020-03-22T10:00:00+01:00,591
Neu-Ulm,2020-03-22T10:00:00+01:00,57
Neuburg-Schrobenhausen,2020-03-22T10:00:00+01:00,27
Neumarkt i.d.Opf.,2020-03-22T10:00:00+01:00,18
Neustadt a.d. Aisch-Bad Windsheim,2020-03-22T10:00:00+01:00,10
Neustadt a.d. Waldnaab,2020-03-22T10:00:00+01:00,27
Nürnberg Stadt,2020-03-22T10:00:00+01:00,69
Nürnberger Land,2020-03-22T10:00:00+01:00,48
Oberallgäu,2020-03-22T10:00:00+01:00,61
Ostallgäu,2020-03-22T10:00:00+01:00,38
Passau,2020-03-22T10:00:00+01:00,25
Passau Stadt,2020-03-22T10:00:00+01:00,7
Pfaffenhofen a.d.Ilm,2020-03-22T10:00:00+01:00,19
Regen,2020-03-22T10:00:00+01:00,25
Regensburg,2020-03-22T10:00:00+01:00,76
Regensburg Stadt,2020-03-22T10:00:00+01:00,82
Rhön-Grabfeld,2020-03-22T10:00:00+01:00,13
Rosenheim,2020-03-22T10:00:00+01:00,196
Rosenheim Stadt,2020-03-22T10:00:00+01:00,8
Roth,2020-03-22T10:00:00+01:00,14
Rottal-Inn,2020-03-22T10:00:00+01:00,67
Schwabach Stadt,2020-03-22T10:00:00+01:00,8
Schwandorf,2020-03-22T10:00:00+01:00,24
Schweinfurt,2020-03-22T10:00:00+01:00,34
Schweinfurt Stadt,2020-03-22T10:00:00+01:00,4
Starnberg,2020-03-22T10:00:00+01:00,97
Straubing Stadt,2020-03-22T10:00:00+01:00,30
Straubing-Bogen,2020-03-22T10:00:00+01:00,29
Tirschenreuth,2020-03-22T10:00:00+01:00,148
Traunstein,2020-03-22T10:00:00+01:00,55
Unterallgäu,2020-03-22T10:00:00+01:00,39
Weiden Stadt,2020-03-22T10:00:00+01:00,20
Weilheim-Schongau,2020-03-22T10:00:00+01:00,79
Weißenburg-Gunzenhausen,2020-03-22T10:00:00+01:00,20
Wunsiedel i.Fichtelgebirge,2020-03-22T10:00:00+01:00,47
Würzburg,2020-03-22T10:00:00+01:00,130
Würzburg Stadt,2020-03-22T10:00:00+01:00,83
