Area,Date,Confirmed
Aichach-Friedberg,2020-03-24T10:00:00+01:00,47
Altötting,2020-03-24T10:00:00+01:00,37
Amberg Stadt,2020-03-24T10:00:00+01:00,6
Amberg-Sulzbach,2020-03-24T10:00:00+01:00,31
Ansbach,2020-03-24T10:00:00+01:00,47
Ansbach Stadt,2020-03-24T10:00:00+01:00,6
Aschaffenburg,2020-03-24T10:00:00+01:00,57
Aschaffenburg Stadt,2020-03-24T10:00:00+01:00,28
Augsburg,2020-03-24T10:00:00+01:00,77
Augsburg Stadt,2020-03-24T10:00:00+01:00,69
Bad Kissingen,2020-03-24T10:00:00+01:00,21
Bad Tölz,2020-03-24T10:00:00+01:00,64
Bamberg,2020-03-24T10:00:00+01:00,49
Bamberg Stadt,2020-03-24T10:00:00+01:00,22
Bayreuth,2020-03-24T10:00:00+01:00,35
Bayreuth Stadt,2020-03-24T10:00:00+01:00,9
Berchtesgadener Land,2020-03-24T10:00:00+01:00,20
Cham,2020-03-24T10:00:00+01:00,75
Coburg,2020-03-24T10:00:00+01:00,33
Dachau,2020-03-24T10:00:00+01:00,76
Deggendorf,2020-03-24T10:00:00+01:00,61
Dillingen a.d. Donau,2020-03-24T10:00:00+01:00,17
Dingolfing-Landau,2020-03-24T10:00:00+01:00,41
Donau-Ries,2020-03-24T10:00:00+01:00,26
Ebersberg,2020-03-24T10:00:00+01:00,72
Eichstätt,2020-03-24T10:00:00+01:00,25
Erding,2020-03-24T10:00:00+01:00,122
Erlangen Stadt,2020-03-24T10:00:00+01:00,24
Erlangen-Höchstadt,2020-03-24T10:00:00+01:00,27
Forchheim,2020-03-24T10:00:00+01:00,29
Freising,2020-03-24T10:00:00+01:00,252
Freyung-Grafenau,2020-03-24T10:00:00+01:00,19
Fürstenfeldbruck,2020-03-24T10:00:00+01:00,94
Fürth,2020-03-24T10:00:00+01:00,22
Fürth Stadt,2020-03-24T10:00:00+01:00,25
Garmisch-Partenkirchen,2020-03-24T10:00:00+01:00,46
Günzburg,2020-03-24T10:00:00+01:00,25
Haßberge,2020-03-24T10:00:00+01:00,22
Hof,2020-03-24T10:00:00+01:00,49
Hof Stadt,2020-03-24T10:00:00+01:00,13
Ingolstadt Stadt,2020-03-24T10:00:00+01:00,14
Kaufbeuren Stadt,2020-03-24T10:00:00+01:00,8
Kelheim,2020-03-24T10:00:00+01:00,54
Kitzingen,2020-03-24T10:00:00+01:00,14
Kronach,2020-03-24T10:00:00+01:00,23
Kulmbach,2020-03-24T10:00:00+01:00,28
Landsberg am Lech,2020-03-24T10:00:00+01:00,51
Landshut,2020-03-24T10:00:00+01:00,114
Landshut Stadt,2020-03-24T10:00:00+01:00,38
Lichtenfels,2020-03-24T10:00:00+01:00,25
Lindau (Bodensee),2020-03-24T10:00:00+01:00,53
Main-Spessart,2020-03-24T10:00:00+01:00,19
Memmingen Stadt,2020-03-24T10:00:00+01:00,17
Miesbach,2020-03-24T10:00:00+01:00,158
Miltenberg,2020-03-24T10:00:00+01:00,50
Mühldorf a.Inn,2020-03-24T10:00:00+01:00,41
München,2020-03-24T10:00:00+01:00,266
München Stadt,2020-03-24T10:00:00+01:00,1317
Neu-Ulm,2020-03-24T10:00:00+01:00,66
Neuburg-Schrobenhausen,2020-03-24T10:00:00+01:00,32
Neumarkt i.d.Opf.,2020-03-24T10:00:00+01:00,35
Neustadt a.d. Aisch-Bad Windsheim,2020-03-24T10:00:00+01:00,22
Neustadt a.d. Waldnaab,2020-03-24T10:00:00+01:00,33
Nürnberg Stadt,2020-03-24T10:00:00+01:00,101
Nürnberger Land,2020-03-24T10:00:00+01:00,69
Oberallgäu,2020-03-24T10:00:00+01:00,66
Ostallgäu,2020-03-24T10:00:00+01:00,52
Passau,2020-03-24T10:00:00+01:00,38
Passau Stadt,2020-03-24T10:00:00+01:00,15
Pfaffenhofen a.d.Ilm,2020-03-24T10:00:00+01:00,32
Regen,2020-03-24T10:00:00+01:00,25
Regensburg,2020-03-24T10:00:00+01:00,87
Regensburg Stadt,2020-03-24T10:00:00+01:00,98
Rhön-Grabfeld,2020-03-24T10:00:00+01:00,19
Rosenheim,2020-03-24T10:00:00+01:00,228
Rosenheim Stadt,2020-03-24T10:00:00+01:00,49
Roth,2020-03-24T10:00:00+01:00,25
Rottal-Inn,2020-03-24T10:00:00+01:00,80
Schwabach Stadt,2020-03-24T10:00:00+01:00,9
Schwandorf,2020-03-24T10:00:00+01:00,46
Schweinfurt,2020-03-24T10:00:00+01:00,42
Schweinfurt Stadt,2020-03-24T10:00:00+01:00,7
Starnberg,2020-03-24T10:00:00+01:00,110
Straubing Stadt,2020-03-24T10:00:00+01:00,40
Straubing-Bogen,2020-03-24T10:00:00+01:00,49
Tirschenreuth,2020-03-24T10:00:00+01:00,178
Traunstein,2020-03-24T10:00:00+01:00,80
Unterallgäu,2020-03-24T10:00:00+01:00,50
Weiden Stadt,2020-03-24T10:00:00+01:00,22
Weilheim-Schongau,2020-03-24T10:00:00+01:00,96
Weißenburg-Gunzenhausen,2020-03-24T10:00:00+01:00,28
Wunsiedel i.Fichtelgebirge,2020-03-24T10:00:00+01:00,67
Würzburg,2020-03-24T10:00:00+01:00,152
Würzburg Stadt,2020-03-24T10:00:00+01:00,104
