Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-07-14T09:30:00+02:00,128878,563,124558,46,10,5377607
Kärnten,2022-07-14T09:30:00+02:00,259632,1639,254000,76,3,6657085
Niederösterreich,2022-07-14T09:30:00+02:00,878046,3731,844529,278,13,39777639
Oberösterreich,2022-07-14T09:30:00+02:00,810029,2866,793463,147,10,24667330
Salzburg,2022-07-14T09:30:00+02:00,313261,1150,307635,62,1,10688978
Steiermark,2022-07-14T09:30:00+02:00,580320,3407,566826,159,10,21259968
Tirol,2022-07-14T09:30:00+02:00,377885,945,369940,113,2,9641775
Vorarlberg,2022-07-14T09:30:00+02:00,218381,553,215264,41,2,7115881
Wien,2022-07-14T09:30:00+02:00,1008290,4062,960373,244,20,66719270
