Area,Date,Value
Burgenland,2020-04-28T09:30:00+02:00,3
Kärnten,2020-04-28T09:30:00+02:00,6
Niederösterreich,2020-04-28T09:30:00+02:00,35
Oberösterreich,2020-04-28T09:30:00+02:00,14
Salzburg,2020-04-28T09:30:00+02:00,10
Steiermark,2020-04-28T09:30:00+02:00,10
Tirol,2020-04-28T09:30:00+02:00,32
Vorarlberg,2020-04-28T09:30:00+02:00,5
Wien,2020-04-28T09:30:00+02:00,21
