Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-06-20T00:00:00+02:00,199168,639,198360,1,0,6050899
Kärnten,2023-06-20T00:00:00+02:00,333069,1724,331305,1,0,6999157
Niederösterreich,2023-06-20T00:00:00+02:00,1175068,4671,1170112,9,0,41238903
Oberösterreich,2023-06-20T00:00:00+02:00,1038180,3581,1034346,9,0,26149247
Salzburg,2023-06-20T00:00:00+02:00,395672,1264,394353,7,0,11246916
Steiermark,2023-06-20T00:00:00+02:00,740059,3628,736284,8,1,22990602
Tirol,2023-06-20T00:00:00+02:00,515962,1511,514374,1,1,10312447
Vorarlberg,2023-06-20T00:00:00+02:00,261879,692,261181,3,0,7345845
Wien,2023-06-20T00:00:00+02:00,1421328,4817,1413463,23,4,75746366
