Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-12-26T09:30:00+01:00,31630,434,30639,44,11,3630911
Kärnten,2021-12-26T09:30:00+01:00,83398,1083,80753,117,30,5592981
Niederösterreich,2021-12-26T09:30:00+01:00,218266,2541,210918,217,67,19578723
Oberösterreich,2021-12-26T09:30:00+01:00,259077,2332,253025,147,59,19086057
Salzburg,2021-12-26T09:30:00+01:00,101643,782,99097,56,18,8527942
Steiermark,2021-12-26T09:30:00+01:00,150925,2460,144865,161,51,16221822
Tirol,2021-12-26T09:30:00+01:00,119318,800,114853,131,48,7215118
Vorarlberg,2021-12-26T09:30:00+01:00,62801,423,59842,61,17,5584407
Wien,2021-12-26T09:30:00+01:00,237495,2779,227441,272,82,34776326
