Area,Date,Value
Burgenland,2020-09-17T15:00:00+02:00,644
Kärnten,2020-09-17T15:00:00+02:00,741
Niederösterreich,2020-09-17T15:00:00+02:00,5258
Oberösterreich,2020-09-17T15:00:00+02:00,5626
Salzburg,2020-09-17T15:00:00+02:00,1924
Steiermark,2020-09-17T15:00:00+02:00,3010
Tirol,2020-09-17T15:00:00+02:00,5203
Vorarlberg,2020-09-17T15:00:00+02:00,1562
Wien,2020-09-17T15:00:00+02:00,12240
