Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-10-18T00:00:00+02:00,170290,623,165226,79,7,5695221
Kärnten,2022-10-18T00:00:00+02:00,305096,1689,296042,186,5,6841145
Niederösterreich,2022-10-18T00:00:00+02:00,1009534,4121,983973,461,24,40502447
Oberösterreich,2022-10-18T00:00:00+02:00,937688,3436,911858,376,19,25385082
Salzburg,2022-10-18T00:00:00+02:00,364942,1198,357417,183,3,10970370
Steiermark,2022-10-18T00:00:00+02:00,669492,3492,649453,292,18,22003551
Tirol,2022-10-18T00:00:00+02:00,473719,1417,463862,161,11,9782814
Vorarlberg,2022-10-18T00:00:00+02:00,243622,668,241170,77,2,7225715
Wien,2022-10-18T00:00:00+02:00,1195502,4309,1164581,591,31,70902185
