Area,Date,Value
Burgenland,2021-01-08T15:00:00+01:00,9741
Kärnten,2021-01-08T15:00:00+01:00,22293
Niederösterreich,2021-01-08T15:00:00+01:00,56887
Oberösterreich,2021-01-08T15:00:00+01:00,74377
Salzburg,2021-01-08T15:00:00+01:00,30329
Steiermark,2021-01-08T15:00:00+01:00,44292
Tirol,2021-01-08T15:00:00+01:00,41608
Vorarlberg,2021-01-08T15:00:00+01:00,20049
Wien,2021-01-08T15:00:00+01:00,75287
