Area,Date,Value
Burgenland,2020-12-12T09:30:00+01:00,7408
Kärnten,2020-12-12T09:30:00+01:00,15567
Niederösterreich,2020-12-12T09:30:00+01:00,40882
Oberösterreich,2020-12-12T09:30:00+01:00,58857
Salzburg,2020-12-12T09:30:00+01:00,20897
Steiermark,2020-12-12T09:30:00+01:00,26430
Tirol,2020-12-12T09:30:00+01:00,34135
Vorarlberg,2020-12-12T09:30:00+01:00,15581
Wien,2020-12-12T09:30:00+01:00,58126
