Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-04-09T00:00:00+02:00,197831,638,196549,28,3,6031775
Kärnten,2023-04-09T00:00:00+02:00,331900,1725,329741,48,2,6993815
Niederösterreich,2023-04-09T00:00:00+02:00,1167374,4465,1159920,162,6,41204075
Oberösterreich,2023-04-09T00:00:00+02:00,1034753,3572,1029323,91,2,26126504
Salzburg,2023-04-09T00:00:00+02:00,394527,1254,392897,42,2,11232421
Steiermark,2023-04-09T00:00:00+02:00,737190,3611,732380,101,7,22930147
Tirol,2023-04-09T00:00:00+02:00,514525,1483,512576,35,0,10304134
Vorarlberg,2023-04-09T00:00:00+02:00,261463,689,260691,17,2,7339462
Wien,2023-04-09T00:00:00+02:00,1407368,4746,1394408,223,12,75542446
