Area,Date,Value
Burgenland,2021-01-10T09:30:00+01:00,188
Kärnten,2021-01-10T09:30:00+01:00,550
Niederösterreich,2021-01-10T09:30:00+01:00,947
Oberösterreich,2021-01-10T09:30:00+01:00,1327
Salzburg,2021-01-10T09:30:00+01:00,360
Steiermark,2021-01-10T09:30:00+01:00,1433
Tirol,2021-01-10T09:30:00+01:00,493
Vorarlberg,2021-01-10T09:30:00+01:00,228
Wien,2021-01-10T09:30:00+01:00,1197
