Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-02-27T00:00:00+01:00,192249,635,189240,62,7,5987027
Kärnten,2023-02-27T00:00:00+01:00,327038,1721,323691,99,7,6982796
Niederösterreich,2023-02-27T00:00:00+01:00,1135696,4400,1120371,346,13,41117966
Oberösterreich,2023-02-27T00:00:00+01:00,1014714,3525,1002808,273,11,26043076
Salzburg,2023-02-27T00:00:00+01:00,389581,1237,386146,82,1,11199527
Steiermark,2023-02-27T00:00:00+01:00,725083,3574,716757,229,15,22838550
Tirol,2023-02-27T00:00:00+01:00,507785,1468,503328,99,12,10273819
Vorarlberg,2023-02-27T00:00:00+01:00,258878,683,257657,48,0,7325195
Wien,2023-02-27T00:00:00+01:00,1360270,4644,1335486,247,18,75070949
