Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-08-06T09:30:00+02:00,18597,343,18151,1,1,2566695
Kärnten,2021-08-06T09:30:00+02:00,40729,822,39679,13,1,3046935
Niederösterreich,2021-08-06T09:30:00+02:00,112338,1827,109123,19,4,13393116
Oberösterreich,2021-08-06T09:30:00+02:00,118642,1759,116278,16,2,10860034
Salzburg,2021-08-06T09:30:00+02:00,50229,588,49206,3,1,4383628
Steiermark,2021-08-06T09:30:00+02:00,80783,2096,78090,18,4,9501102
Tirol,2021-08-06T09:30:00+02:00,64934,637,63808,12,4,5569850
Vorarlberg,2021-08-06T09:30:00+02:00,31332,308,30745,3,1,4020521
Wien,2021-08-06T09:30:00+02:00,144338,2368,140192,57,15,15183652
